h_id,AGEP,RELP,SEX,RACAIAN,RACASN,RACBLK,RACNHPI,RACSOR,RACWHT,isHISP,RACNUM
94067266,61,1,2,0,0,0,0,0,1,0,1
94067266,27,2,2,0,0,0,0,0,1,0,1
94067267,63,0,1,0,0,0,0,0,1,0,1
94067267,61,1,2,0,0,0,0,0,1,0,1
94067267,27,2,2,0,0,0,0,0,1,0,1
94067268,63,0,1,0,0,0,0,0,1,0,1
94067268,61,1,2,0,0,0,0,0,1,0,1
94067268,27,2,2,0,0,0,0,0,1,0,1
94067269,63,0,1,0,0,0,0,0,1,0,1
94067269,61,1,2,0,0,0,0,0,1,0,1
94067269,27,2,2,0,0,0,0,0,1,0,1
94067270,63,0,1,0,0,0,0,0,1,0,1
94067270,61,1,2,0,0,0,0,0,1,0,1
94067270,27,2,2,0,0,0,0,0,1,0,1
94067271,63,0,1,0,0,0,0,0,1,0,1
94067271,61,1,2,0,0,0,0,0,1,0,1
94067271,27,2,2,0,0,0,0,0,1,0,1
94067272,63,0,1,0,0,0,0,0,1,0,1
94067272,61,1,2,0,0,0,0,0,1,0,1
94067272,27,2,2,0,0,0,0,0,1,0,1
94067273,63,0,1,0,0,0,0,0,1,0,1
94067273,61,1,2,0,0,0,0,0,1,0,1
94067273,27,2,2,0,0,0,0,0,1,0,1
94067274,63,0,1,0,0,0,0,0,1,0,1
94067274,61,1,2,0,0,0,0,0,1,0,1
94067274,27,2,2,0,0,0,0,0,1,0,1
94067275,63,0,1,0,0,0,0,0,1,0,1
94067275,61,1,2,0,0,0,0,0,1,0,1
94067275,27,2,2,0,0,0,0,0,1,0,1
94067276,63,0,1,0,0,0,0,0,1,0,1
94067276,61,1,2,0,0,0,0,0,1,0,1
94067276,27,2,2,0,0,0,0,0,1,0,1
94067277,63,0,1,0,0,0,0,0,1,0,1
94067277,61,1,2,0,0,0,0,0,1,0,1
94067277,27,2,2,0,0,0,0,0,1,0,1
94067278,63,0,1,0,0,0,0,0,1,0,1
94067278,61,1,2,0,0,0,0,0,1,0,1
94067278,27,2,2,0,0,0,0,0,1,0,1
94067279,63,0,1,0,0,0,0,0,1,0,1
94067279,61,1,2,0,0,0,0,0,1,0,1
94067279,27,2,2,0,0,0,0,0,1,0,1
94067280,63,0,1,0,0,0,0,0,1,0,1
94067280,61,1,2,0,0,0,0,0,1,0,1
94067280,27,2,2,0,0,0,0,0,1,0,1
94067281,63,0,1,0,0,0,0,0,1,0,1
94067281,61,1,2,0,0,0,0,0,1,0,1
94067281,27,2,2,0,0,0,0,0,1,0,1
94067282,63,0,1,0,0,0,0,0,1,0,1
94067282,61,1,2,0,0,0,0,0,1,0,1
94067282,27,2,2,0,0,0,0,0,1,0,1
94067283,63,0,1,0,0,0,0,0,1,0,1
94067283,61,1,2,0,0,0,0,0,1,0,1
94067283,27,2,2,0,0,0,0,0,1,0,1
94067284,63,0,1,0,0,0,0,0,1,0,1
94067284,61,1,2,0,0,0,0,0,1,0,1
94067284,27,2,2,0,0,0,0,0,1,0,1
94067285,63,0,1,0,0,0,0,0,1,0,1
94067285,61,1,2,0,0,0,0,0,1,0,1
94067285,27,2,2,0,0,0,0,0,1,0,1
94067286,63,0,1,0,0,0,0,0,1,0,1
94067286,61,1,2,0,0,0,0,0,1,0,1
94067286,27,2,2,0,0,0,0,0,1,0,1
94067287,63,0,1,0,0,0,0,0,1,0,1
94067287,61,1,2,0,0,0,0,0,1,0,1
94067287,27,2,2,0,0,0,0,0,1,0,1
94067288,63,0,1,0,0,0,0,0,1,0,1
94067288,61,1,2,0,0,0,0,0,1,0,1
94067288,27,2,2,0,0,0,0,0,1,0,1
94067289,63,0,1,0,0,0,0,0,1,0,1
94067289,61,1,2,0,0,0,0,0,1,0,1
94067289,27,2,2,0,0,0,0,0,1,0,1
94067290,63,0,1,0,0,0,0,0,1,0,1
94067290,61,1,2,0,0,0,0,0,1,0,1
94067290,27,2,2,0,0,0,0,0,1,0,1
94067291,63,0,1,0,0,0,0,0,1,0,1
94067291,61,1,2,0,0,0,0,0,1,0,1
94067291,27,2,2,0,0,0,0,0,1,0,1
94067292,63,0,1,0,0,0,0,0,1,0,1
94067292,61,1,2,0,0,0,0,0,1,0,1
94067292,27,2,2,0,0,0,0,0,1,0,1
94067293,63,0,1,0,0,0,0,0,1,0,1
94067293,61,1,2,0,0,0,0,0,1,0,1
94067293,27,2,2,0,0,0,0,0,1,0,1
94067294,63,0,1,0,0,0,0,0,1,0,1
94067294,61,1,2,0,0,0,0,0,1,0,1
94067294,27,2,2,0,0,0,0,0,1,0,1
94067295,63,0,1,0,0,0,0,0,1,0,1
94067295,61,1,2,0,0,0,0,0,1,0,1
94067295,27,2,2,0,0,0,0,0,1,0,1
94067296,63,0,1,0,0,0,0,0,1,0,1
94067296,61,1,2,0,0,0,0,0,1,0,1
94067296,27,2,2,0,0,0,0,0,1,0,1
94067297,63,0,1,0,0,0,0,0,1,0,1
94067297,61,1,2,0,0,0,0,0,1,0,1
94067297,27,2,2,0,0,0,0,0,1,0,1
94067298,63,0,1,0,0,0,0,0,1,0,1
94067298,61,1,2,0,0,0,0,0,1,0,1
94067298,27,2,2,0,0,0,0,0,1,0,1
94067299,63,0,1,0,0,0,0,0,1,0,1
94067299,61,1,2,0,0,0,0,0,1,0,1
94067299,27,2,2,0,0,0,0,0,1,0,1
94067300,63,0,1,0,0,0,0,0,1,0,1
94067300,61,1,2,0,0,0,0,0,1,0,1
94067300,27,2,2,0,0,0,0,0,1,0,1
94067301,63,0,1,0,0,0,0,0,1,0,1
94067301,61,1,2,0,0,0,0,0,1,0,1
94067301,27,2,2,0,0,0,0,0,1,0,1
94067302,63,0,1,0,0,0,0,0,1,0,1
94067302,61,1,2,0,0,0,0,0,1,0,1
94067302,27,2,2,0,0,0,0,0,1,0,1
94067303,63,0,1,0,0,0,0,0,1,0,1
94067303,61,1,2,0,0,0,0,0,1,0,1
94067303,27,2,2,0,0,0,0,0,1,0,1
94067304,63,0,1,0,0,0,0,0,1,0,1
94067304,61,1,2,0,0,0,0,0,1,0,1
94067304,27,2,2,0,0,0,0,0,1,0,1
94067305,63,0,1,0,0,0,0,0,1,0,1
94067305,61,1,2,0,0,0,0,0,1,0,1
94067305,27,2,2,0,0,0,0,0,1,0,1
94067306,63,0,1,0,0,0,0,0,1,0,1
94067306,61,1,2,0,0,0,0,0,1,0,1
94067306,27,2,2,0,0,0,0,0,1,0,1
94067307,63,0,1,0,0,0,0,0,1,0,1
94067307,61,1,2,0,0,0,0,0,1,0,1
94067307,27,2,2,0,0,0,0,0,1,0,1
94067308,63,0,1,0,0,0,0,0,1,0,1
94067308,61,1,2,0,0,0,0,0,1,0,1
94067308,27,2,2,0,0,0,0,0,1,0,1
94067309,63,0,1,0,0,0,0,0,1,0,1
94067309,61,1,2,0,0,0,0,0,1,0,1
94067309,27,2,2,0,0,0,0,0,1,0,1
94067310,63,0,1,0,0,0,0,0,1,0,1
94067310,61,1,2,0,0,0,0,0,1,0,1
94067310,27,2,2,0,0,0,0,0,1,0,1
94067311,63,0,1,0,0,0,0,0,1,0,1
94067311,61,1,2,0,0,0,0,0,1,0,1
94067311,27,2,2,0,0,0,0,0,1,0,1
94067312,63,0,1,0,0,0,0,0,1,0,1
94067312,61,1,2,0,0,0,0,0,1,0,1
94067312,27,2,2,0,0,0,0,0,1,0,1
94067313,63,0,1,0,0,0,0,0,1,0,1
94067313,61,1,2,0,0,0,0,0,1,0,1
94067313,27,2,2,0,0,0,0,0,1,0,1
94067314,63,0,1,0,0,0,0,0,1,0,1
94067314,61,1,2,0,0,0,0,0,1,0,1
94067314,27,2,2,0,0,0,0,0,1,0,1
94067315,63,0,1,0,0,0,0,0,1,0,1
94067315,61,1,2,0,0,0,0,0,1,0,1
94067315,27,2,2,0,0,0,0,0,1,0,1
94067316,63,0,1,0,0,0,0,0,1,0,1
94067316,61,1,2,0,0,0,0,0,1,0,1
94067316,27,2,2,0,0,0,0,0,1,0,1
94067317,63,0,1,0,0,0,0,0,1,0,1
94067317,61,1,2,0,0,0,0,0,1,0,1
94067317,27,2,2,0,0,0,0,0,1,0,1
94067318,63,0,1,0,0,0,0,0,1,0,1
94067318,61,1,2,0,0,0,0,0,1,0,1
94067318,27,2,2,0,0,0,0,0,1,0,1
94067319,63,0,1,0,0,0,0,0,1,0,1
94067319,61,1,2,0,0,0,0,0,1,0,1
94067319,27,2,2,0,0,0,0,0,1,0,1
94067320,63,0,1,0,0,0,0,0,1,0,1
94067320,61,1,2,0,0,0,0,0,1,0,1
94067320,27,2,2,0,0,0,0,0,1,0,1
94067321,63,0,1,0,0,0,0,0,1,0,1
94067321,61,1,2,0,0,0,0,0,1,0,1
94067321,27,2,2,0,0,0,0,0,1,0,1
94067322,63,0,1,0,0,0,0,0,1,0,1
94067322,61,1,2,0,0,0,0,0,1,0,1
94067322,27,2,2,0,0,0,0,0,1,0,1
94067323,63,0,1,0,0,0,0,0,1,0,1
94067323,61,1,2,0,0,0,0,0,1,0,1
94067323,27,2,2,0,0,0,0,0,1,0,1
94067324,63,0,1,0,0,0,0,0,1,0,1
94067324,61,1,2,0,0,0,0,0,1,0,1
94067324,27,2,2,0,0,0,0,0,1,0,1
94067325,63,0,1,0,0,0,0,0,1,0,1
94067325,61,1,2,0,0,0,0,0,1,0,1
94067325,27,2,2,0,0,0,0,0,1,0,1
94067326,63,0,1,0,0,0,0,0,1,0,1
94067326,61,1,2,0,0,0,0,0,1,0,1
94067326,27,2,2,0,0,0,0,0,1,0,1
94067327,63,0,1,0,0,0,0,0,1,0,1
94067327,61,1,2,0,0,0,0,0,1,0,1
94067327,27,2,2,0,0,0,0,0,1,0,1
94067328,63,0,1,0,0,0,0,0,1,0,1
94067328,61,1,2,0,0,0,0,0,1,0,1
94067328,27,2,2,0,0,0,0,0,1,0,1
94067329,63,0,1,0,0,0,0,0,1,0,1
94067329,61,1,2,0,0,0,0,0,1,0,1
94067329,27,2,2,0,0,0,0,0,1,0,1
94067330,63,0,1,0,0,0,0,0,1,0,1
94067330,61,1,2,0,0,0,0,0,1,0,1
94067330,27,2,2,0,0,0,0,0,1,0,1
94067331,63,0,1,0,0,0,0,0,1,0,1
94067331,61,1,2,0,0,0,0,0,1,0,1
94067331,27,2,2,0,0,0,0,0,1,0,1
94067332,63,0,1,0,0,0,0,0,1,0,1
94067332,61,1,2,0,0,0,0,0,1,0,1
94067332,27,2,2,0,0,0,0,0,1,0,1
94067333,63,0,1,0,0,0,0,0,1,0,1
94067333,61,1,2,0,0,0,0,0,1,0,1
94067333,27,2,2,0,0,0,0,0,1,0,1
94067334,63,0,1,0,0,0,0,0,1,0,1
94067334,61,1,2,0,0,0,0,0,1,0,1
94067334,27,2,2,0,0,0,0,0,1,0,1
94067335,63,0,1,0,0,0,0,0,1,0,1
94067335,61,1,2,0,0,0,0,0,1,0,1
94067335,27,2,2,0,0,0,0,0,1,0,1
94067336,63,0,1,0,0,0,0,0,1,0,1
94067336,61,1,2,0,0,0,0,0,1,0,1
94067336,27,2,2,0,0,0,0,0,1,0,1
94067337,63,0,1,0,0,0,0,0,1,0,1
94067337,61,1,2,0,0,0,0,0,1,0,1
94067337,27,2,2,0,0,0,0,0,1,0,1
94067338,63,0,1,0,0,0,0,0,1,0,1
94067338,61,1,2,0,0,0,0,0,1,0,1
94067338,27,2,2,0,0,0,0,0,1,0,1
94067339,63,0,1,0,0,0,0,0,1,0,1
94067339,61,1,2,0,0,0,0,0,1,0,1
94067339,27,2,2,0,0,0,0,0,1,0,1
94067340,63,0,1,0,0,0,0,0,1,0,1
94067340,61,1,2,0,0,0,0,0,1,0,1
94067340,27,2,2,0,0,0,0,0,1,0,1
94067341,63,0,1,0,0,0,0,0,1,0,1
94067341,61,1,2,0,0,0,0,0,1,0,1
94067341,27,2,2,0,0,0,0,0,1,0,1
94067342,63,0,1,0,0,0,0,0,1,0,1
94067342,61,1,2,0,0,0,0,0,1,0,1
94067342,27,2,2,0,0,0,0,0,1,0,1
94067343,63,0,1,0,0,0,0,0,1,0,1
94067343,61,1,2,0,0,0,0,0,1,0,1
94067343,27,2,2,0,0,0,0,0,1,0,1
94067344,63,0,1,0,0,0,0,0,1,0,1
94067344,61,1,2,0,0,0,0,0,1,0,1
94067344,27,2,2,0,0,0,0,0,1,0,1
94067345,63,0,1,0,0,0,0,0,1,0,1
94067345,61,1,2,0,0,0,0,0,1,0,1
94067345,27,2,2,0,0,0,0,0,1,0,1
94067346,63,0,1,0,0,0,0,0,1,0,1
94067346,61,1,2,0,0,0,0,0,1,0,1
94067346,27,2,2,0,0,0,0,0,1,0,1
94067347,63,0,1,0,0,0,0,0,1,0,1
94067347,61,1,2,0,0,0,0,0,1,0,1
94067347,27,2,2,0,0,0,0,0,1,0,1
94067348,63,0,1,0,0,0,0,0,1,0,1
94067348,61,1,2,0,0,0,0,0,1,0,1
94067348,27,2,2,0,0,0,0,0,1,0,1
94067349,63,0,1,0,0,0,0,0,1,0,1
94067349,61,1,2,0,0,0,0,0,1,0,1
94067349,27,2,2,0,0,0,0,0,1,0,1
94067350,63,0,1,0,0,0,0,0,1,0,1
94067350,61,1,2,0,0,0,0,0,1,0,1
94067350,27,2,2,0,0,0,0,0,1,0,1
94067351,63,0,1,0,0,0,0,0,1,0,1
94067351,61,1,2,0,0,0,0,0,1,0,1
94067351,27,2,2,0,0,0,0,0,1,0,1
94067352,63,0,1,0,0,0,0,0,1,0,1
94067352,61,1,2,0,0,0,0,0,1,0,1
94067352,27,2,2,0,0,0,0,0,1,0,1
94067353,63,0,1,0,0,0,0,0,1,0,1
94067353,61,1,2,0,0,0,0,0,1,0,1
94067353,27,2,2,0,0,0,0,0,1,0,1
94067354,63,0,1,0,0,0,0,0,1,0,1
94067354,61,1,2,0,0,0,0,0,1,0,1
94067354,27,2,2,0,0,0,0,0,1,0,1
94067355,63,0,1,0,0,0,0,0,1,0,1
94067355,61,1,2,0,0,0,0,0,1,0,1
94067355,27,2,2,0,0,0,0,0,1,0,1
94067356,63,0,1,0,0,0,0,0,1,0,1
94067356,61,1,2,0,0,0,0,0,1,0,1
94067356,27,2,2,0,0,0,0,0,1,0,1
94067357,63,0,1,0,0,0,0,0,1,0,1
94067357,61,1,2,0,0,0,0,0,1,0,1
94067357,27,2,2,0,0,0,0,0,1,0,1
94067358,63,0,1,0,0,0,0,0,1,0,1
94067358,61,1,2,0,0,0,0,0,1,0,1
94067358,27,2,2,0,0,0,0,0,1,0,1
94067359,63,0,1,0,0,0,0,0,1,0,1
94067359,61,1,2,0,0,0,0,0,1,0,1
94067359,27,2,2,0,0,0,0,0,1,0,1
94067360,63,0,1,0,0,0,0,0,1,0,1
94067360,61,1,2,0,0,0,0,0,1,0,1
94067360,27,2,2,0,0,0,0,0,1,0,1
94067361,63,0,1,0,0,0,0,0,1,0,1
94067361,61,1,2,0,0,0,0,0,1,0,1
94067361,27,2,2,0,0,0,0,0,1,0,1
94067362,63,0,1,0,0,0,0,0,1,0,1
94067362,61,1,2,0,0,0,0,0,1,0,1
94067362,27,2,2,0,0,0,0,0,1,0,1
94067363,63,0,1,0,0,0,0,0,1,0,1
94067363,61,1,2,0,0,0,0,0,1,0,1
94067363,27,2,2,0,0,0,0,0,1,0,1
94067364,63,0,1,0,0,0,0,0,1,0,1
94067364,61,1,2,0,0,0,0,0,1,0,1
94067364,27,2,2,0,0,0,0,0,1,0,1
94067365,63,0,1,0,0,0,0,0,1,0,1
94067365,61,1,2,0,0,0,0,0,1,0,1
94067365,27,2,2,0,0,0,0,0,1,0,1
94067366,63,0,1,0,0,0,0,0,1,0,1
94067366,61,1,2,0,0,0,0,0,1,0,1
94067366,27,2,2,0,0,0,0,0,1,0,1
94067367,63,0,1,0,0,0,0,0,1,0,1
94067367,61,1,2,0,0,0,0,0,1,0,1
94067367,27,2,2,0,0,0,0,0,1,0,1
94067368,63,0,1,0,0,0,0,0,1,0,1
94067368,61,1,2,0,0,0,0,0,1,0,1
94067368,27,2,2,0,0,0,0,0,1,0,1
94067369,63,0,1,0,0,0,0,0,1,0,1
94067369,61,1,2,0,0,0,0,0,1,0,1
94067369,27,2,2,0,0,0,0,0,1,0,1
94067370,63,0,1,0,0,0,0,0,1,0,1
94067370,61,1,2,0,0,0,0,0,1,0,1
94067370,27,2,2,0,0,0,0,0,1,0,1
94067371,63,0,1,0,0,0,0,0,1,0,1
94067371,61,1,2,0,0,0,0,0,1,0,1
94067371,27,2,2,0,0,0,0,0,1,0,1
94067372,63,0,1,0,0,0,0,0,1,0,1
94067372,61,1,2,0,0,0,0,0,1,0,1
94067372,27,2,2,0,0,0,0,0,1,0,1
94067373,63,0,1,0,0,0,0,0,1,0,1
94067373,61,1,2,0,0,0,0,0,1,0,1
94067373,27,2,2,0,0,0,0,0,1,0,1
94067374,63,0,1,0,0,0,0,0,1,0,1
94067374,61,1,2,0,0,0,0,0,1,0,1
94067374,27,2,2,0,0,0,0,0,1,0,1
94067375,63,0,1,0,0,0,0,0,1,0,1
94067375,61,1,2,0,0,0,0,0,1,0,1
94067375,27,2,2,0,0,0,0,0,1,0,1
94067376,63,0,1,0,0,0,0,0,1,0,1
94067376,61,1,2,0,0,0,0,0,1,0,1
94067376,27,2,2,0,0,0,0,0,1,0,1
94067377,63,0,1,0,0,0,0,0,1,0,1
94067377,61,1,2,0,0,0,0,0,1,0,1
94067377,27,2,2,0,0,0,0,0,1,0,1
94067378,63,0,1,0,0,0,0,0,1,0,1
94067378,61,1,2,0,0,0,0,0,1,0,1
94067378,27,2,2,0,0,0,0,0,1,0,1
94067379,63,0,1,0,0,0,0,0,1,0,1
94067379,61,1,2,0,0,0,0,0,1,0,1
94067379,27,2,2,0,0,0,0,0,1,0,1
94067380,63,0,1,0,0,0,0,0,1,0,1
94067380,61,1,2,0,0,0,0,0,1,0,1
94067380,27,2,2,0,0,0,0,0,1,0,1
94067381,63,0,1,0,0,0,0,0,1,0,1
94067381,61,1,2,0,0,0,0,0,1,0,1
94067381,27,2,2,0,0,0,0,0,1,0,1
94067382,63,0,1,0,0,0,0,0,1,0,1
94067382,61,1,2,0,0,0,0,0,1,0,1
94067382,27,2,2,0,0,0,0,0,1,0,1
94067383,63,0,1,0,0,0,0,0,1,0,1
94067383,61,1,2,0,0,0,0,0,1,0,1
94067383,27,2,2,0,0,0,0,0,1,0,1
94067384,63,0,1,0,0,0,0,0,1,0,1
94067384,61,1,2,0,0,0,0,0,1,0,1
94067384,27,2,2,0,0,0,0,0,1,0,1
94067385,63,0,1,0,0,0,0,0,1,0,1
94067385,61,1,2,0,0,0,0,0,1,0,1
94067385,27,2,2,0,0,0,0,0,1,0,1
94067386,63,0,1,0,0,0,0,0,1,0,1
94067386,61,1,2,0,0,0,0,0,1,0,1
94067386,27,2,2,0,0,0,0,0,1,0,1
94067387,63,0,1,0,0,0,0,0,1,0,1
94067387,61,1,2,0,0,0,0,0,1,0,1
94067387,27,2,2,0,0,0,0,0,1,0,1
94067388,63,0,1,0,0,0,0,0,1,0,1
94067388,61,1,2,0,0,0,0,0,1,0,1
94067388,27,2,2,0,0,0,0,0,1,0,1
94067389,63,0,1,0,0,0,0,0,1,0,1
94067389,61,1,2,0,0,0,0,0,1,0,1
94067389,27,2,2,0,0,0,0,0,1,0,1
94067390,63,0,1,0,0,0,0,0,1,0,1
94067390,61,1,2,0,0,0,0,0,1,0,1
94067390,27,2,2,0,0,0,0,0,1,0,1
94067391,63,0,1,0,0,0,0,0,1,0,1
94067391,61,1,2,0,0,0,0,0,1,0,1
94067391,27,2,2,0,0,0,0,0,1,0,1
94067392,63,0,1,0,0,0,0,0,1,0,1
94067392,61,1,2,0,0,0,0,0,1,0,1
94067392,27,2,2,0,0,0,0,0,1,0,1
94067393,63,0,1,0,0,0,0,0,1,0,1
94067393,61,1,2,0,0,0,0,0,1,0,1
94067393,27,2,2,0,0,0,0,0,1,0,1
94067595,42,0,1,0,0,1,0,0,0,0,1
94067596,42,0,1,0,0,1,0,0,0,0,1
94067597,42,0,1,0,0,1,0,0,0,0,1
94067598,42,0,1,0,0,1,0,0,0,0,1
94067599,42,0,1,0,0,1,0,0,0,0,1
94067600,42,0,1,0,0,1,0,0,0,0,1
94067601,42,0,1,0,0,1,0,0,0,0,1
94067602,42,0,1,0,0,1,0,0,0,0,1
94067603,42,0,1,0,0,1,0,0,0,0,1
94067604,42,0,1,0,0,1,0,0,0,0,1
94067605,42,0,1,0,0,1,0,0,0,0,1
94067606,42,0,1,0,0,1,0,0,0,0,1
94067607,42,0,1,0,0,1,0,0,0,0,1
94067608,42,0,1,0,0,1,0,0,0,0,1
94067609,42,0,1,0,0,1,0,0,0,0,1
94067610,42,0,1,0,0,1,0,0,0,0,1
94067611,42,0,1,0,0,1,0,0,0,0,1
94067612,42,0,1,0,0,1,0,0,0,0,1
94067613,42,0,1,0,0,1,0,0,0,0,1
94067614,42,0,1,0,0,1,0,0,0,0,1
94067615,42,0,1,0,0,1,0,0,0,0,1
94067616,42,0,1,0,0,1,0,0,0,0,1
94067617,42,0,1,0,0,1,0,0,0,0,1
94067618,42,0,1,0,0,1,0,0,0,0,1
94067619,42,0,1,0,0,1,0,0,0,0,1
94067620,42,0,1,0,0,1,0,0,0,0,1
94067621,42,0,1,0,0,1,0,0,0,0,1
94067622,42,0,1,0,0,1,0,0,0,0,1
94067623,42,0,1,0,0,1,0,0,0,0,1
94067624,42,0,1,0,0,1,0,0,0,0,1
94067625,42,0,1,0,0,1,0,0,0,0,1
94067626,42,0,1,0,0,1,0,0,0,0,1
94067627,42,0,1,0,0,1,0,0,0,0,1
94067628,42,0,1,0,0,1,0,0,0,0,1
94067629,42,0,1,0,0,1,0,0,0,0,1
94067630,42,0,1,0,0,1,0,0,0,0,1
94067631,42,0,1,0,0,1,0,0,0,0,1
94067632,42,0,1,0,0,1,0,0,0,0,1
94067633,42,0,1,0,0,1,0,0,0,0,1
94067634,42,0,1,0,0,1,0,0,0,0,1
94067635,42,0,1,0,0,1,0,0,0,0,1
94067636,42,0,1,0,0,1,0,0,0,0,1
94067637,42,0,1,0,0,1,0,0,0,0,1
94067638,42,0,1,0,0,1,0,0,0,0,1
94067639,42,0,1,0,0,1,0,0,0,0,1
94067640,42,0,1,0,0,1,0,0,0,0,1
94067641,42,0,1,0,0,1,0,0,0,0,1
94067642,42,0,1,0,0,1,0,0,0,0,1
94067643,42,0,1,0,0,1,0,0,0,0,1
94067644,42,0,1,0,0,1,0,0,0,0,1
94067645,42,0,1,0,0,1,0,0,0,0,1
94067646,42,0,1,0,0,1,0,0,0,0,1
94067647,42,0,1,0,0,1,0,0,0,0,1
94067648,42,0,1,0,0,1,0,0,0,0,1
94067649,42,0,1,0,0,1,0,0,0,0,1
94067650,42,0,1,0,0,1,0,0,0,0,1
94067651,42,0,1,0,0,1,0,0,0,0,1
94067652,42,0,1,0,0,1,0,0,0,0,1
94067653,42,0,1,0,0,1,0,0,0,0,1
94067654,42,0,1,0,0,1,0,0,0,0,1
94067655,42,0,1,0,0,1,0,0,0,0,1
94073274,63,0,2,0,0,0,0,0,1,0,1
94073275,63,0,2,0,0,0,0,0,1,0,1
94073276,63,0,2,0,0,0,0,0,1,0,1
94073871,52,0,2,0,0,0,0,0,1,0,1
94073871,11,2,2,0,0,0,0,0,1,0,1
94073872,52,0,2,0,0,0,0,0,1,0,1
94073872,11,2,2,0,0,0,0,0,1,0,1
94073873,52,0,2,0,0,0,0,0,1,0,1
94073873,11,2,2,0,0,0,0,0,1,0,1
94073874,52,0,2,0,0,0,0,0,1,0,1
94073874,11,2,2,0,0,0,0,0,1,0,1
94073875,52,0,2,0,0,0,0,0,1,0,1
94073875,11,2,2,0,0,0,0,0,1,0,1
94073876,52,0,2,0,0,0,0,0,1,0,1
94073876,11,2,2,0,0,0,0,0,1,0,1
94073877,52,0,2,0,0,0,0,0,1,0,1
94073877,11,2,2,0,0,0,0,0,1,0,1
94073878,52,0,2,0,0,0,0,0,1,0,1
94073878,11,2,2,0,0,0,0,0,1,0,1
94073879,52,0,2,0,0,0,0,0,1,0,1
94073879,11,2,2,0,0,0,0,0,1,0,1
94073880,52,0,2,0,0,0,0,0,1,0,1
94073880,11,2,2,0,0,0,0,0,1,0,1
94073881,52,0,2,0,0,0,0,0,1,0,1
94073881,11,2,2,0,0,0,0,0,1,0,1
94073882,52,0,2,0,0,0,0,0,1,0,1
94073882,11,2,2,0,0,0,0,0,1,0,1
94073883,52,0,2,0,0,0,0,0,1,0,1
94073883,11,2,2,0,0,0,0,0,1,0,1
94073884,52,0,2,0,0,0,0,0,1,0,1
94073884,11,2,2,0,0,0,0,0,1,0,1
94073885,52,0,2,0,0,0,0,0,1,0,1
94073885,11,2,2,0,0,0,0,0,1,0,1
94073886,52,0,2,0,0,0,0,0,1,0,1
94073886,11,2,2,0,0,0,0,0,1,0,1
94073887,52,0,2,0,0,0,0,0,1,0,1
94073887,11,2,2,0,0,0,0,0,1,0,1
94073888,52,0,2,0,0,0,0,0,1,0,1
94073888,11,2,2,0,0,0,0,0,1,0,1
94073889,52,0,2,0,0,0,0,0,1,0,1
94073889,11,2,2,0,0,0,0,0,1,0,1
94073890,52,0,2,0,0,0,0,0,1,0,1
94073890,11,2,2,0,0,0,0,0,1,0,1
94073891,52,0,2,0,0,0,0,0,1,0,1
94073891,11,2,2,0,0,0,0,0,1,0,1
94073892,52,0,2,0,0,0,0,0,1,0,1
94073892,11,2,2,0,0,0,0,0,1,0,1
94073893,52,0,2,0,0,0,0,0,1,0,1
94073893,11,2,2,0,0,0,0,0,1,0,1
94073894,52,0,2,0,0,0,0,0,1,0,1
94073894,11,2,2,0,0,0,0,0,1,0,1
94073895,52,0,2,0,0,0,0,0,1,0,1
94073895,11,2,2,0,0,0,0,0,1,0,1
94073896,52,0,2,0,0,0,0,0,1,0,1
94073896,11,2,2,0,0,0,0,0,1,0,1
94073897,52,0,2,0,0,0,0,0,1,0,1
94073897,11,2,2,0,0,0,0,0,1,0,1
94073898,52,0,2,0,0,0,0,0,1,0,1
94073898,11,2,2,0,0,0,0,0,1,0,1
94073899,52,0,2,0,0,0,0,0,1,0,1
94073899,11,2,2,0,0,0,0,0,1,0,1
94073900,52,0,2,0,0,0,0,0,1,0,1
94073900,11,2,2,0,0,0,0,0,1,0,1
94073901,52,0,2,0,0,0,0,0,1,0,1
94073901,11,2,2,0,0,0,0,0,1,0,1
94073902,52,0,2,0,0,0,0,0,1,0,1
94073902,11,2,2,0,0,0,0,0,1,0,1
94073903,52,0,2,0,0,0,0,0,1,0,1
94073903,11,2,2,0,0,0,0,0,1,0,1
94073904,52,0,2,0,0,0,0,0,1,0,1
94073904,11,2,2,0,0,0,0,0,1,0,1
94073905,52,0,2,0,0,0,0,0,1,0,1
94073905,11,2,2,0,0,0,0,0,1,0,1
94073906,52,0,2,0,0,0,0,0,1,0,1
94073906,11,2,2,0,0,0,0,0,1,0,1
94073907,52,0,2,0,0,0,0,0,1,0,1
94073907,11,2,2,0,0,0,0,0,1,0,1
94073908,52,0,2,0,0,0,0,0,1,0,1
94073908,11,2,2,0,0,0,0,0,1,0,1
94073909,52,0,2,0,0,0,0,0,1,0,1
94073909,11,2,2,0,0,0,0,0,1,0,1
94073910,52,0,2,0,0,0,0,0,1,0,1
94073910,11,2,2,0,0,0,0,0,1,0,1
94073911,52,0,2,0,0,0,0,0,1,0,1
94073911,11,2,2,0,0,0,0,0,1,0,1
94073912,52,0,2,0,0,0,0,0,1,0,1
94073912,11,2,2,0,0,0,0,0,1,0,1
94073913,52,0,2,0,0,0,0,0,1,0,1
94073913,11,2,2,0,0,0,0,0,1,0,1
94073914,52,0,2,0,0,0,0,0,1,0,1
94073914,11,2,2,0,0,0,0,0,1,0,1
