h_id,AGEP,RELP,SEX,RACAIAN,RACASN,RACBLK,RACNHPI,RACSOR,RACWHT,isHISP,RACNUM
93459105,35,1,2,0,0,0,0,0,1,0,1
93459105,18,2,1,0,0,0,0,0,1,0,1
93459105,60,8,1,0,0,0,0,0,1,0,1
93459105,60,8,2,0,0,0,0,0,1,0,1
93459105,40,12,2,0,0,0,0,0,1,0,1
93459106,40,0,1,0,0,0,0,0,1,0,1
93459106,35,1,2,0,0,0,0,0,1,0,1
93459106,18,2,1,0,0,0,0,0,1,0,1
93459106,60,8,1,0,0,0,0,0,1,0,1
93459106,60,8,2,0,0,0,0,0,1,0,1
93459106,40,12,2,0,0,0,0,0,1,0,1
93459107,40,0,1,0,0,0,0,0,1,0,1
93459107,35,1,2,0,0,0,0,0,1,0,1
93459107,18,2,1,0,0,0,0,0,1,0,1
93459107,60,8,1,0,0,0,0,0,1,0,1
93459107,60,8,2,0,0,0,0,0,1,0,1
93459107,40,12,2,0,0,0,0,0,1,0,1
93459108,40,0,1,0,0,0,0,0,1,0,1
93459108,35,1,2,0,0,0,0,0,1,0,1
93459108,18,2,1,0,0,0,0,0,1,0,1
93459108,60,8,1,0,0,0,0,0,1,0,1
93459108,60,8,2,0,0,0,0,0,1,0,1
93459108,40,12,2,0,0,0,0,0,1,0,1
93459109,40,0,1,0,0,0,0,0,1,0,1
93459109,35,1,2,0,0,0,0,0,1,0,1
93459109,18,2,1,0,0,0,0,0,1,0,1
93459109,60,8,1,0,0,0,0,0,1,0,1
93459109,60,8,2,0,0,0,0,0,1,0,1
93459109,40,12,2,0,0,0,0,0,1,0,1
93459110,40,0,1,0,0,0,0,0,1,0,1
93459110,35,1,2,0,0,0,0,0,1,0,1
93459110,18,2,1,0,0,0,0,0,1,0,1
93459110,60,8,1,0,0,0,0,0,1,0,1
93459110,60,8,2,0,0,0,0,0,1,0,1
93459110,40,12,2,0,0,0,0,0,1,0,1
93459111,40,0,1,0,0,0,0,0,1,0,1
93459111,35,1,2,0,0,0,0,0,1,0,1
93459111,18,2,1,0,0,0,0,0,1,0,1
93459111,60,8,1,0,0,0,0,0,1,0,1
93459111,60,8,2,0,0,0,0,0,1,0,1
93459111,40,12,2,0,0,0,0,0,1,0,1
93459112,40,0,1,0,0,0,0,0,1,0,1
93459112,35,1,2,0,0,0,0,0,1,0,1
93459112,18,2,1,0,0,0,0,0,1,0,1
93459112,60,8,1,0,0,0,0,0,1,0,1
93459112,60,8,2,0,0,0,0,0,1,0,1
93459112,40,12,2,0,0,0,0,0,1,0,1
93459113,40,0,1,0,0,0,0,0,1,0,1
93459113,35,1,2,0,0,0,0,0,1,0,1
93459113,18,2,1,0,0,0,0,0,1,0,1
93459113,60,8,1,0,0,0,0,0,1,0,1
93459113,60,8,2,0,0,0,0,0,1,0,1
93459113,40,12,2,0,0,0,0,0,1,0,1
93459114,40,0,1,0,0,0,0,0,1,0,1
93459114,35,1,2,0,0,0,0,0,1,0,1
93459114,18,2,1,0,0,0,0,0,1,0,1
93459114,60,8,1,0,0,0,0,0,1,0,1
93459114,60,8,2,0,0,0,0,0,1,0,1
93459114,40,12,2,0,0,0,0,0,1,0,1
93459115,40,0,1,0,0,0,0,0,1,0,1
93459115,35,1,2,0,0,0,0,0,1,0,1
93459115,18,2,1,0,0,0,0,0,1,0,1
93459115,60,8,1,0,0,0,0,0,1,0,1
93459115,60,8,2,0,0,0,0,0,1,0,1
93459115,40,12,2,0,0,0,0,0,1,0,1
93459116,40,0,1,0,0,0,0,0,1,0,1
93459116,35,1,2,0,0,0,0,0,1,0,1
93459116,18,2,1,0,0,0,0,0,1,0,1
93459116,60,8,1,0,0,0,0,0,1,0,1
93459116,60,8,2,0,0,0,0,0,1,0,1
93459116,40,12,2,0,0,0,0,0,1,0,1
93459117,40,0,1,0,0,0,0,0,1,0,1
93459117,35,1,2,0,0,0,0,0,1,0,1
93459117,18,2,1,0,0,0,0,0,1,0,1
93459117,60,8,1,0,0,0,0,0,1,0,1
93459117,60,8,2,0,0,0,0,0,1,0,1
93459117,40,12,2,0,0,0,0,0,1,0,1
93459118,40,0,1,0,0,0,0,0,1,0,1
93459118,35,1,2,0,0,0,0,0,1,0,1
93459118,18,2,1,0,0,0,0,0,1,0,1
93459118,60,8,1,0,0,0,0,0,1,0,1
93459118,60,8,2,0,0,0,0,0,1,0,1
93459118,40,12,2,0,0,0,0,0,1,0,1
93459119,40,0,1,0,0,0,0,0,1,0,1
93459119,35,1,2,0,0,0,0,0,1,0,1
93459119,18,2,1,0,0,0,0,0,1,0,1
93459119,60,8,1,0,0,0,0,0,1,0,1
93459119,60,8,2,0,0,0,0,0,1,0,1
93459119,40,12,2,0,0,0,0,0,1,0,1
93459120,40,0,1,0,0,0,0,0,1,0,1
93459120,35,1,2,0,0,0,0,0,1,0,1
93459120,18,2,1,0,0,0,0,0,1,0,1
93459120,60,8,1,0,0,0,0,0,1,0,1
93459120,60,8,2,0,0,0,0,0,1,0,1
93459120,40,12,2,0,0,0,0,0,1,0,1
93459121,40,0,1,0,0,0,0,0,1,0,1
93459121,35,1,2,0,0,0,0,0,1,0,1
93459121,18,2,1,0,0,0,0,0,1,0,1
93459121,60,8,1,0,0,0,0,0,1,0,1
93459121,60,8,2,0,0,0,0,0,1,0,1
93459121,40,12,2,0,0,0,0,0,1,0,1
93459122,40,0,1,0,0,0,0,0,1,0,1
93459122,35,1,2,0,0,0,0,0,1,0,1
93459122,18,2,1,0,0,0,0,0,1,0,1
93459122,60,8,1,0,0,0,0,0,1,0,1
93459122,60,8,2,0,0,0,0,0,1,0,1
93459122,40,12,2,0,0,0,0,0,1,0,1
93459123,40,0,1,0,0,0,0,0,1,0,1
93459123,35,1,2,0,0,0,0,0,1,0,1
93459123,18,2,1,0,0,0,0,0,1,0,1
93459123,60,8,1,0,0,0,0,0,1,0,1
93459123,60,8,2,0,0,0,0,0,1,0,1
93459123,40,12,2,0,0,0,0,0,1,0,1
93459124,40,0,1,0,0,0,0,0,1,0,1
93459124,35,1,2,0,0,0,0,0,1,0,1
93459124,18,2,1,0,0,0,0,0,1,0,1
93459124,60,8,1,0,0,0,0,0,1,0,1
93459124,60,8,2,0,0,0,0,0,1,0,1
93459124,40,12,2,0,0,0,0,0,1,0,1
93459125,40,0,1,0,0,0,0,0,1,0,1
93459125,35,1,2,0,0,0,0,0,1,0,1
93459125,18,2,1,0,0,0,0,0,1,0,1
93459125,60,8,1,0,0,0,0,0,1,0,1
93459125,60,8,2,0,0,0,0,0,1,0,1
93459125,40,12,2,0,0,0,0,0,1,0,1
93459126,40,0,1,0,0,0,0,0,1,0,1
93459126,35,1,2,0,0,0,0,0,1,0,1
93459126,18,2,1,0,0,0,0,0,1,0,1
93459126,60,8,1,0,0,0,0,0,1,0,1
93459126,60,8,2,0,0,0,0,0,1,0,1
93459126,40,12,2,0,0,0,0,0,1,0,1
93459127,40,0,1,0,0,0,0,0,1,0,1
93459127,35,1,2,0,0,0,0,0,1,0,1
93459127,18,2,1,0,0,0,0,0,1,0,1
93459127,60,8,1,0,0,0,0,0,1,0,1
93459127,60,8,2,0,0,0,0,0,1,0,1
93459127,40,12,2,0,0,0,0,0,1,0,1
93459128,40,0,1,0,0,0,0,0,1,0,1
93459128,35,1,2,0,0,0,0,0,1,0,1
93459128,18,2,1,0,0,0,0,0,1,0,1
93459128,60,8,1,0,0,0,0,0,1,0,1
93459128,60,8,2,0,0,0,0,0,1,0,1
93459128,40,12,2,0,0,0,0,0,1,0,1
93459129,40,0,1,0,0,0,0,0,1,0,1
93459129,35,1,2,0,0,0,0,0,1,0,1
93459129,18,2,1,0,0,0,0,0,1,0,1
93459129,60,8,1,0,0,0,0,0,1,0,1
93459129,60,8,2,0,0,0,0,0,1,0,1
93459129,40,12,2,0,0,0,0,0,1,0,1
93459130,40,0,1,0,0,0,0,0,1,0,1
93459130,35,1,2,0,0,0,0,0,1,0,1
93459130,18,2,1,0,0,0,0,0,1,0,1
93459130,60,8,1,0,0,0,0,0,1,0,1
93459130,60,8,2,0,0,0,0,0,1,0,1
93459130,40,12,2,0,0,0,0,0,1,0,1
93459131,40,0,1,0,0,0,0,0,1,0,1
93459131,35,1,2,0,0,0,0,0,1,0,1
93459131,18,2,1,0,0,0,0,0,1,0,1
93459131,60,8,1,0,0,0,0,0,1,0,1
93459131,60,8,2,0,0,0,0,0,1,0,1
93459131,40,12,2,0,0,0,0,0,1,0,1
93459132,40,0,1,0,0,0,0,0,1,0,1
93459132,35,1,2,0,0,0,0,0,1,0,1
93459132,18,2,1,0,0,0,0,0,1,0,1
93459132,60,8,1,0,0,0,0,0,1,0,1
93459132,60,8,2,0,0,0,0,0,1,0,1
93459132,40,12,2,0,0,0,0,0,1,0,1
93459133,40,0,1,0,0,0,0,0,1,0,1
93459133,35,1,2,0,0,0,0,0,1,0,1
93459133,18,2,1,0,0,0,0,0,1,0,1
93459133,60,8,1,0,0,0,0,0,1,0,1
93459133,60,8,2,0,0,0,0,0,1,0,1
93459133,40,12,2,0,0,0,0,0,1,0,1
93459134,40,0,1,0,0,0,0,0,1,0,1
93459134,35,1,2,0,0,0,0,0,1,0,1
93459134,18,2,1,0,0,0,0,0,1,0,1
93459134,60,8,1,0,0,0,0,0,1,0,1
93459134,60,8,2,0,0,0,0,0,1,0,1
93459134,40,12,2,0,0,0,0,0,1,0,1
93459135,40,0,1,0,0,0,0,0,1,0,1
93459135,35,1,2,0,0,0,0,0,1,0,1
93459135,18,2,1,0,0,0,0,0,1,0,1
93459135,60,8,1,0,0,0,0,0,1,0,1
93459135,60,8,2,0,0,0,0,0,1,0,1
93459135,40,12,2,0,0,0,0,0,1,0,1
93459136,40,0,1,0,0,0,0,0,1,0,1
93459136,35,1,2,0,0,0,0,0,1,0,1
93459136,18,2,1,0,0,0,0,0,1,0,1
93459136,60,8,1,0,0,0,0,0,1,0,1
93459136,60,8,2,0,0,0,0,0,1,0,1
93459136,40,12,2,0,0,0,0,0,1,0,1
93459137,40,0,1,0,0,0,0,0,1,0,1
93459137,35,1,2,0,0,0,0,0,1,0,1
93459137,18,2,1,0,0,0,0,0,1,0,1
93459137,60,8,1,0,0,0,0,0,1,0,1
93459137,60,8,2,0,0,0,0,0,1,0,1
93459137,40,12,2,0,0,0,0,0,1,0,1
93459138,40,0,1,0,0,0,0,0,1,0,1
93459138,35,1,2,0,0,0,0,0,1,0,1
93459138,18,2,1,0,0,0,0,0,1,0,1
93459138,60,8,1,0,0,0,0,0,1,0,1
93459138,60,8,2,0,0,0,0,0,1,0,1
93459138,40,12,2,0,0,0,0,0,1,0,1
93459139,40,0,1,0,0,0,0,0,1,0,1
93459139,35,1,2,0,0,0,0,0,1,0,1
93459139,18,2,1,0,0,0,0,0,1,0,1
93459139,60,8,1,0,0,0,0,0,1,0,1
93459139,60,8,2,0,0,0,0,0,1,0,1
93459139,40,12,2,0,0,0,0,0,1,0,1
93459140,40,0,1,0,0,0,0,0,1,0,1
93459140,35,1,2,0,0,0,0,0,1,0,1
93459140,18,2,1,0,0,0,0,0,1,0,1
93459140,60,8,1,0,0,0,0,0,1,0,1
93459140,60,8,2,0,0,0,0,0,1,0,1
93459140,40,12,2,0,0,0,0,0,1,0,1
93459141,40,0,1,0,0,0,0,0,1,0,1
93459141,35,1,2,0,0,0,0,0,1,0,1
93459141,18,2,1,0,0,0,0,0,1,0,1
93459141,60,8,1,0,0,0,0,0,1,0,1
93459141,60,8,2,0,0,0,0,0,1,0,1
93459141,40,12,2,0,0,0,0,0,1,0,1
93459142,40,0,1,0,0,0,0,0,1,0,1
93459142,35,1,2,0,0,0,0,0,1,0,1
93459142,18,2,1,0,0,0,0,0,1,0,1
93459142,60,8,1,0,0,0,0,0,1,0,1
93459142,60,8,2,0,0,0,0,0,1,0,1
93459142,40,12,2,0,0,0,0,0,1,0,1
93459143,40,0,1,0,0,0,0,0,1,0,1
93459143,35,1,2,0,0,0,0,0,1,0,1
93459143,18,2,1,0,0,0,0,0,1,0,1
93459143,60,8,1,0,0,0,0,0,1,0,1
93459143,60,8,2,0,0,0,0,0,1,0,1
93459143,40,12,2,0,0,0,0,0,1,0,1
93459144,40,0,1,0,0,0,0,0,1,0,1
93459144,35,1,2,0,0,0,0,0,1,0,1
93459144,18,2,1,0,0,0,0,0,1,0,1
93459144,60,8,1,0,0,0,0,0,1,0,1
93459144,60,8,2,0,0,0,0,0,1,0,1
93459144,40,12,2,0,0,0,0,0,1,0,1
93459145,40,0,1,0,0,0,0,0,1,0,1
93459145,35,1,2,0,0,0,0,0,1,0,1
93459145,18,2,1,0,0,0,0,0,1,0,1
93459145,60,8,1,0,0,0,0,0,1,0,1
93459145,60,8,2,0,0,0,0,0,1,0,1
93459145,40,12,2,0,0,0,0,0,1,0,1
93459146,40,0,1,0,0,0,0,0,1,0,1
93459146,35,1,2,0,0,0,0,0,1,0,1
93459146,18,2,1,0,0,0,0,0,1,0,1
93459146,60,8,1,0,0,0,0,0,1,0,1
93459146,60,8,2,0,0,0,0,0,1,0,1
93459146,40,12,2,0,0,0,0,0,1,0,1
93459147,40,0,1,0,0,0,0,0,1,0,1
93459147,35,1,2,0,0,0,0,0,1,0,1
93459147,18,2,1,0,0,0,0,0,1,0,1
93459147,60,8,1,0,0,0,0,0,1,0,1
93459147,60,8,2,0,0,0,0,0,1,0,1
93459147,40,12,2,0,0,0,0,0,1,0,1
93459148,40,0,1,0,0,0,0,0,1,0,1
93459148,35,1,2,0,0,0,0,0,1,0,1
93459148,18,2,1,0,0,0,0,0,1,0,1
93459148,60,8,1,0,0,0,0,0,1,0,1
93459148,60,8,2,0,0,0,0,0,1,0,1
93459148,40,12,2,0,0,0,0,0,1,0,1
93459149,40,0,1,0,0,0,0,0,1,0,1
93459149,35,1,2,0,0,0,0,0,1,0,1
93459149,18,2,1,0,0,0,0,0,1,0,1
93459149,60,8,1,0,0,0,0,0,1,0,1
93459149,60,8,2,0,0,0,0,0,1,0,1
93459149,40,12,2,0,0,0,0,0,1,0,1
93459150,40,0,1,0,0,0,0,0,1,0,1
93459150,35,1,2,0,0,0,0,0,1,0,1
93459150,18,2,1,0,0,0,0,0,1,0,1
93459150,60,8,1,0,0,0,0,0,1,0,1
93459150,60,8,2,0,0,0,0,0,1,0,1
93459150,40,12,2,0,0,0,0,0,1,0,1
93459151,40,0,1,0,0,0,0,0,1,0,1
93459151,35,1,2,0,0,0,0,0,1,0,1
93459151,18,2,1,0,0,0,0,0,1,0,1
93459151,60,8,1,0,0,0,0,0,1,0,1
93459151,60,8,2,0,0,0,0,0,1,0,1
93459151,40,12,2,0,0,0,0,0,1,0,1
93459152,40,0,1,0,0,0,0,0,1,0,1
93459152,35,1,2,0,0,0,0,0,1,0,1
93459152,18,2,1,0,0,0,0,0,1,0,1
93459152,60,8,1,0,0,0,0,0,1,0,1
93459152,60,8,2,0,0,0,0,0,1,0,1
93459152,40,12,2,0,0,0,0,0,1,0,1
93459153,40,0,1,0,0,0,0,0,1,0,1
93459153,35,1,2,0,0,0,0,0,1,0,1
93459153,18,2,1,0,0,0,0,0,1,0,1
93459153,60,8,1,0,0,0,0,0,1,0,1
93459153,60,8,2,0,0,0,0,0,1,0,1
93459153,40,12,2,0,0,0,0,0,1,0,1
93459154,40,0,1,0,0,0,0,0,1,0,1
93459154,35,1,2,0,0,0,0,0,1,0,1
93459154,18,2,1,0,0,0,0,0,1,0,1
93459154,60,8,1,0,0,0,0,0,1,0,1
93459154,60,8,2,0,0,0,0,0,1,0,1
93459154,40,12,2,0,0,0,0,0,1,0,1
93459155,40,0,1,0,0,0,0,0,1,0,1
93459155,35,1,2,0,0,0,0,0,1,0,1
93459155,18,2,1,0,0,0,0,0,1,0,1
93459155,60,8,1,0,0,0,0,0,1,0,1
93459155,60,8,2,0,0,0,0,0,1,0,1
93459155,40,12,2,0,0,0,0,0,1,0,1
93459156,40,0,1,0,0,0,0,0,1,0,1
93459156,35,1,2,0,0,0,0,0,1,0,1
93459156,18,2,1,0,0,0,0,0,1,0,1
93459156,60,8,1,0,0,0,0,0,1,0,1
