g_id,h_id,TEN,ST,PUMA10
444,94209704,,37,800
444,94209705,,37,800
444,94209706,,37,800
444,94209707,,37,800
444,94209708,,37,800
444,94209709,,37,800
444,94209710,,37,800
444,94209711,,37,800
444,94209712,,37,800
444,94209713,,37,800
444,94212962,1.0,37,800
444,94212963,1.0,37,800
444,94212964,1.0,37,800
444,94212965,1.0,37,800
444,94212966,1.0,37,800
444,94212967,1.0,37,800
444,94212968,1.0,37,800
444,94212969,1.0,37,800
444,94212970,1.0,37,800
444,94212971,1.0,37,800
444,94212972,1.0,37,800
444,94212973,1.0,37,800
444,94212974,1.0,37,800
444,94212975,1.0,37,800
444,94212976,1.0,37,800
444,94212977,1.0,37,800
444,94212978,1.0,37,800
444,94212979,1.0,37,800
444,94212980,1.0,37,800
444,94212981,1.0,37,800
444,94212982,1.0,37,800
444,94212983,1.0,37,800
444,94212984,1.0,37,800
444,94212985,1.0,37,800
444,94212986,1.0,37,800
444,94212987,1.0,37,800
444,94212988,1.0,37,800
444,94212989,1.0,37,800
444,94212990,1.0,37,800
444,94212991,1.0,37,800
444,94212992,1.0,37,800
444,94212993,1.0,37,800
444,94212994,1.0,37,800
444,94212995,1.0,37,800
444,94212996,1.0,37,800
444,94212997,1.0,37,800
444,94212998,1.0,37,800
444,94212999,1.0,37,800
444,94213000,1.0,37,800
444,94213001,1.0,37,800
444,94213002,1.0,37,800
444,94213003,1.0,37,800
444,94213004,1.0,37,800
444,94213005,1.0,37,800
444,94213006,1.0,37,800
444,94213007,1.0,37,800
444,94213008,1.0,37,800
444,94213009,1.0,37,800
444,94213010,1.0,37,800
444,94213011,1.0,37,800
444,94213012,1.0,37,800
444,94213013,1.0,37,800
444,94213014,1.0,37,800
444,94213015,1.0,37,800
444,94213016,1.0,37,800
444,94213017,1.0,37,800
444,94213018,1.0,37,800
444,94213019,1.0,37,800
444,94213020,1.0,37,800
444,94213021,1.0,37,800
444,94213022,1.0,37,800
444,94213023,1.0,37,800
444,94213024,1.0,37,800
444,94213025,1.0,37,800
444,94213026,1.0,37,800
444,94213027,1.0,37,800
444,94213028,1.0,37,800
444,94213029,1.0,37,800
444,94213030,1.0,37,800
444,94213031,1.0,37,800
444,94213032,1.0,37,800
444,94213033,1.0,37,800
444,94213034,1.0,37,800
444,94213035,1.0,37,800
444,94213036,1.0,37,800
444,94213037,1.0,37,800
444,94213038,1.0,37,800
444,94213039,1.0,37,800
444,94213040,1.0,37,800
444,94213041,1.0,37,800
444,94213042,1.0,37,800
444,94213043,1.0,37,800
444,94213044,1.0,37,800
444,94213045,1.0,37,800
444,94213046,1.0,37,800
444,94213047,1.0,37,800
444,94213048,1.0,37,800
444,94213049,1.0,37,800
444,94213050,1.0,37,800
444,94213051,1.0,37,800
444,94213052,1.0,37,800
444,94213053,1.0,37,800
444,94213054,1.0,37,800
444,94213055,1.0,37,800
444,94213056,1.0,37,800
444,94213057,1.0,37,800
444,94213058,1.0,37,800
444,94213059,1.0,37,800
444,94213060,1.0,37,800
444,94213061,1.0,37,800
444,94213062,1.0,37,800
444,94213063,1.0,37,800
444,94213064,1.0,37,800
444,94213065,1.0,37,800
444,94213066,1.0,37,800
444,94213067,1.0,37,800
444,94213068,1.0,37,800
444,94213069,1.0,37,800
444,94213070,1.0,37,800
444,94213071,1.0,37,800
444,94213072,1.0,37,800
444,94213073,1.0,37,800
444,94213074,1.0,37,800
444,94213075,1.0,37,800
444,94213076,1.0,37,800
444,94213077,1.0,37,800
444,94213078,1.0,37,800
444,94213079,1.0,37,800
444,94213080,1.0,37,800
444,94213081,1.0,37,800
444,94213082,1.0,37,800
444,94213083,1.0,37,800
444,94213084,1.0,37,800
444,94213085,1.0,37,800
444,94213086,1.0,37,800
444,94213087,1.0,37,800
444,94213088,1.0,37,800
444,94213089,1.0,37,800
444,94213090,1.0,37,800
444,94213091,1.0,37,800
444,94213092,1.0,37,800
444,94213093,1.0,37,800
444,94213094,1.0,37,800
444,94213095,1.0,37,800
444,94213096,1.0,37,800
444,94213097,1.0,37,800
444,94213098,1.0,37,800
444,94213099,1.0,37,800
444,94213100,1.0,37,800
444,94213101,1.0,37,800
444,94213102,1.0,37,800
444,94213103,1.0,37,800
444,94213104,1.0,37,800
444,94213105,1.0,37,800
444,94213106,1.0,37,800
444,94213107,1.0,37,800
444,94213108,1.0,37,800
444,94213109,1.0,37,800
444,94213110,1.0,37,800
444,94213111,1.0,37,800
444,94213112,1.0,37,800
444,94213113,1.0,37,800
444,94213114,1.0,37,800
444,94213115,1.0,37,800
444,94213116,1.0,37,800
444,94213117,1.0,37,800
444,94213118,1.0,37,800
444,94213119,1.0,37,800
444,94213120,1.0,37,800
444,94213121,1.0,37,800
444,94213122,1.0,37,800
444,94213123,1.0,37,800
444,94213124,1.0,37,800
444,94213125,1.0,37,800
444,94213126,1.0,37,800
444,94215517,2.0,37,800
444,94215518,2.0,37,800
444,94215519,2.0,37,800
444,94215770,2.0,37,800
444,94215771,2.0,37,800
444,94216055,1.0,37,800
444,94216056,1.0,37,800
444,94216057,1.0,37,800
444,94216058,1.0,37,800
444,94216059,1.0,37,800
444,94216060,1.0,37,800
444,94216061,1.0,37,800
444,94216062,1.0,37,800
444,94216063,1.0,37,800
444,94216064,1.0,37,800
444,94216065,1.0,37,800
444,94216066,1.0,37,800
444,94216067,1.0,37,800
444,94216068,1.0,37,800
444,94216069,1.0,37,800
444,94216306,,37,800
444,94216307,,37,800
444,94219207,2.0,37,800
444,94219208,2.0,37,800
444,94219209,2.0,37,800
444,94219210,2.0,37,800
444,94221302,1.0,37,800
444,94221303,1.0,37,800
444,94221304,1.0,37,800
444,94221305,1.0,37,800
444,94221306,1.0,37,800
444,94221307,1.0,37,800
444,94221308,1.0,37,800
444,94221309,1.0,37,800
444,94221310,1.0,37,800
444,94221311,1.0,37,800
444,94221312,1.0,37,800
444,94221313,1.0,37,800
444,94222260,1.0,37,800
444,94222261,1.0,37,800
444,94222262,1.0,37,800
444,94226933,,37,800
444,94226934,,37,800
444,94226935,,37,800
444,94226936,,37,800
444,94226937,,37,800
444,94226938,,37,800
444,94226939,,37,800
444,94226940,,37,800
444,94226941,,37,800
444,94226942,,37,800
444,94226943,,37,800
444,94226944,,37,800
444,94226945,,37,800
444,94226946,,37,800
444,94226947,,37,800
444,94226948,,37,800
444,94226949,,37,800
444,94226950,,37,800
444,94226951,,37,800
444,94226952,,37,800
444,94226953,,37,800
444,94226954,,37,800
444,94226955,,37,800
444,94226956,,37,800
444,94226957,,37,800
444,94226958,,37,800
444,94226959,,37,800
444,94226960,,37,800
444,94226961,,37,800
444,94226962,,37,800
444,94226963,,37,800
444,94226964,,37,800
444,94226965,,37,800
444,94226966,,37,800
444,94226967,,37,800
444,94226968,,37,800
444,94226969,,37,800
444,94226970,,37,800
444,94226971,,37,800
444,94226972,,37,800
444,94226973,,37,800
444,94226974,,37,800
444,94226975,,37,800
444,94226976,,37,800
444,94226977,,37,800
444,94226978,,37,800
444,94226979,,37,800
444,94226980,,37,800
444,94226981,,37,800
444,94226982,,37,800
444,94226983,,37,800
444,94226984,,37,800
444,94226985,,37,800
444,94226986,,37,800
444,94226987,,37,800
444,94226988,,37,800
444,94226989,,37,800
444,94226990,,37,800
444,94226991,,37,800
444,94226992,,37,800
444,94226993,,37,800
444,94226994,,37,800
444,94226995,,37,800
444,94226996,,37,800
444,94226997,,37,800
444,94226998,,37,800
444,94226999,,37,800
444,94227000,,37,800
444,94227001,,37,800
444,94227002,,37,800
444,94227003,,37,800
444,94227004,,37,800
444,94227005,,37,800
444,94227006,,37,800
444,94227007,,37,800
444,94227008,,37,800
444,94227009,,37,800
444,94227010,,37,800
444,94227011,,37,800
444,94227012,,37,800
444,94227013,,37,800
444,94227014,,37,800
444,94227015,,37,800
444,94227016,,37,800
444,94227017,,37,800
444,94227018,,37,800
444,94227019,,37,800
444,94227020,,37,800
444,94227021,,37,800
444,94227022,,37,800
444,94227023,,37,800
444,94227024,,37,800
444,94227025,,37,800
444,94227026,,37,800
444,94227027,,37,800
444,94227028,,37,800
444,94227029,,37,800
444,94227030,,37,800
444,94227031,,37,800
444,94227032,,37,800
444,94227033,,37,800
444,94227034,,37,800
444,94227035,,37,800
444,94227036,,37,800
444,94227037,,37,800
444,94227038,,37,800
444,94227039,,37,800
444,94227040,,37,800
444,94227041,,37,800
444,94227042,,37,800
444,94227043,,37,800
444,94227044,,37,800
444,94227045,,37,800
444,94227046,,37,800
444,94227047,,37,800
444,94227048,,37,800
444,94227049,,37,800
444,94227050,,37,800
444,94227051,,37,800
444,94227052,,37,800
444,94227053,,37,800
444,94227054,,37,800
444,94227055,,37,800
444,94227056,,37,800
444,94227057,,37,800
444,94227058,,37,800
444,94227059,,37,800
444,94227060,,37,800
444,94227061,,37,800
444,94227062,,37,800
444,94227063,,37,800
444,94227064,,37,800
444,94227065,,37,800
444,94227066,,37,800
444,94227067,,37,800
444,94227068,,37,800
444,94227069,,37,800
444,94227070,,37,800
444,94227071,,37,800
444,94227072,,37,800
444,94227073,,37,800
444,94227074,,37,800
444,94227075,,37,800
444,94227076,,37,800
444,94227077,,37,800
444,94227078,,37,800
444,94227079,,37,800
444,94227080,,37,800
444,94227081,,37,800
444,94227082,,37,800
444,94227083,,37,800
444,94227084,,37,800
444,94227085,,37,800
444,94227086,,37,800
444,94227087,,37,800
444,94227088,,37,800
444,94227089,,37,800
444,94227090,,37,800
444,94227091,,37,800
444,94227092,,37,800
444,94227093,,37,800
444,94227094,,37,800
444,94227095,,37,800
444,94227096,,37,800
444,94227097,,37,800
444,94227098,,37,800
444,94227099,,37,800
444,94227100,,37,800
444,94227101,,37,800
444,94227102,,37,800
444,94227103,,37,800
444,94227104,,37,800
444,94227105,,37,800
444,94227106,,37,800
444,94227107,,37,800
444,94227108,,37,800
444,94227109,,37,800
444,94227110,,37,800
444,94227111,,37,800
444,94227112,,37,800
444,94227113,,37,800
444,94227114,,37,800
444,94227115,,37,800
444,94227116,,37,800
444,94227117,,37,800
444,94227118,,37,800
444,94227119,,37,800
444,94227120,,37,800
444,94227121,,37,800
444,94227122,,37,800
444,94227123,,37,800
444,94227124,,37,800
444,94227125,,37,800
444,94227126,,37,800
444,94227127,,37,800
444,94227128,,37,800
444,94227129,,37,800
444,94227130,,37,800
444,94227131,,37,800
444,94227132,,37,800
444,94227133,,37,800
444,94227134,,37,800
444,94227135,,37,800
444,94227136,,37,800
444,94227137,,37,800
444,94227138,,37,800
444,94227139,,37,800
444,94227140,,37,800
444,94227141,,37,800
444,94227142,,37,800
444,94227143,,37,800
444,94227144,,37,800
444,94227145,,37,800
444,94227146,,37,800
444,94227147,,37,800
444,94227148,,37,800
444,94227149,,37,800
444,94227150,,37,800
444,94227151,,37,800
444,94227152,,37,800
444,94227153,,37,800
444,94227154,,37,800
444,94227155,,37,800
444,94227156,,37,800
444,94227157,,37,800
444,94227158,,37,800
444,94227159,,37,800
444,94227160,,37,800
444,94227161,,37,800
444,94227763,3.0,37,800
444,94227764,3.0,37,800
444,94227765,3.0,37,800
444,94227766,3.0,37,800
444,94227767,3.0,37,800
444,94227768,3.0,37,800
444,94227769,3.0,37,800
444,94227770,3.0,37,800
444,94227771,3.0,37,800
444,94227772,3.0,37,800
444,94227773,3.0,37,800
444,94227774,3.0,37,800
444,94229675,,37,800
444,94229676,,37,800
444,94229677,,37,800
444,94229678,,37,800
444,94229679,,37,800
444,94229680,,37,800
444,94229681,,37,800
444,94229682,,37,800
444,94229683,,37,800
444,94229684,,37,800
444,94229685,,37,800
444,94229686,,37,800
444,94229687,,37,800
444,94229688,,37,800
444,94229689,,37,800
444,94229690,,37,800
444,94229691,,37,800
444,94229692,,37,800
444,94229693,,37,800
444,94229694,,37,800
444,94229695,,37,800
444,94229696,,37,800
444,94229697,,37,800
444,94229698,,37,800
444,94229699,,37,800
444,94229700,,37,800
444,94229701,,37,800
444,94229702,,37,800
444,94229703,,37,800
444,94229704,,37,800
444,94229705,,37,800
444,94229706,,37,800
444,94229707,,37,800
444,94229708,,37,800
444,94229709,,37,800
444,94229710,,37,800
444,94229711,,37,800
444,94229712,,37,800
444,94229713,,37,800
444,94229714,,37,800
444,94229715,,37,800
444,94229716,,37,800
444,94229717,,37,800
444,94229718,,37,800
444,94229719,,37,800
444,94229720,,37,800
444,94229721,,37,800
444,94229722,,37,800
444,94229723,,37,800
444,94229724,,37,800
444,94229725,,37,800
444,94229726,,37,800
444,94229727,,37,800
444,94229728,,37,800
444,94229729,,37,800
444,94229730,,37,800
444,94229731,,37,800
444,94229732,,37,800
444,94229733,,37,800
444,94229734,,37,800
444,94229735,,37,800
444,94229736,,37,800
444,94229737,,37,800
444,94229738,,37,800
444,94229739,,37,800
444,94229740,,37,800
444,94229741,,37,800
444,94229742,,37,800
444,94229743,,37,800
444,94229744,,37,800
444,94229745,,37,800
444,94229746,,37,800
444,94229747,,37,800
444,94229748,,37,800
444,94229749,,37,800
444,94229750,,37,800
444,94229751,,37,800
444,94229752,,37,800
444,94229753,,37,800
444,94229754,,37,800
444,94229755,,37,800
444,94239358,,37,800
444,94239359,,37,800
444,94239360,,37,800
444,94239361,,37,800
444,94239362,,37,800
444,94239363,,37,800
444,94239364,,37,800
444,94239365,,37,800
444,94240355,1.0,37,800
444,94240356,1.0,37,800
444,94240357,1.0,37,800
444,94240358,1.0,37,800
444,94240359,1.0,37,800
444,94240360,1.0,37,800
444,94240361,1.0,37,800
444,94240362,1.0,37,800
444,94240363,1.0,37,800
444,94240364,1.0,37,800
444,94240365,1.0,37,800
444,94240366,1.0,37,800
444,94240367,1.0,37,800
444,94240368,1.0,37,800
444,94240369,1.0,37,800
444,94240370,1.0,37,800
444,94240371,1.0,37,800
444,94240372,1.0,37,800
444,94240373,1.0,37,800
444,94240374,1.0,37,800
444,94240375,1.0,37,800
444,94240376,1.0,37,800
444,94240377,1.0,37,800
444,94240378,1.0,37,800
444,94240379,1.0,37,800
444,94240380,1.0,37,800
444,94243010,2.0,37,800
444,94243011,2.0,37,800
444,94243012,2.0,37,800
444,94245556,2.0,37,800
444,94248574,,37,800
444,94248575,,37,800
444,94248576,,37,800
444,94248577,,37,800
444,94248578,,37,800
444,94248579,,37,800
444,94248580,,37,800
444,94248581,,37,800
444,94248582,,37,800
444,94248583,,37,800
444,94248584,,37,800
444,94248585,,37,800
444,94248586,,37,800
444,94248587,,37,800
444,94248588,,37,800
444,94253615,,37,800
444,94253616,,37,800
444,94253617,,37,800
444,94253618,,37,800
444,94253619,,37,800
444,94253620,,37,800
444,94253621,,37,800
444,94253622,,37,800
444,94253623,,37,800
444,94253624,,37,800
444,94253625,,37,800
444,94253626,,37,800
444,94253627,,37,800
444,94253697,2.0,37,800
444,94253698,2.0,37,800
444,94253699,2.0,37,800
444,94253700,2.0,37,800
444,94253701,2.0,37,800
444,94253702,2.0,37,800
444,94253703,2.0,37,800
444,94253704,2.0,37,800
444,94253705,2.0,37,800
444,94253706,2.0,37,800
444,94253707,2.0,37,800
444,94253708,2.0,37,800
444,94253709,2.0,37,800
444,94253710,2.0,37,800
444,94253711,2.0,37,800
444,94253712,2.0,37,800
444,94253713,2.0,37,800
444,94253714,2.0,37,800
444,94253715,2.0,37,800
444,94253716,2.0,37,800
444,94253717,2.0,37,800
444,94253718,2.0,37,800
444,94253719,2.0,37,800
444,94253720,2.0,37,800
444,94253721,2.0,37,800
444,94253722,2.0,37,800
444,94253723,2.0,37,800
444,94253724,2.0,37,800
444,94253725,2.0,37,800
444,94253726,2.0,37,800
444,94253727,2.0,37,800
444,94253728,2.0,37,800
444,94253729,2.0,37,800
444,94253730,2.0,37,800
444,94253731,2.0,37,800
444,94253732,2.0,37,800
444,94253733,2.0,37,800
444,94253734,2.0,37,800
444,94253735,2.0,37,800
444,94253736,2.0,37,800
444,94253737,2.0,37,800
444,94253738,2.0,37,800
444,94253739,2.0,37,800
444,94253740,2.0,37,800
444,94253741,2.0,37,800
444,94253742,2.0,37,800
444,94253743,2.0,37,800
444,94253744,2.0,37,800
444,94253745,2.0,37,800
444,94253746,2.0,37,800
444,94253747,2.0,37,800
444,94253748,2.0,37,800
444,94253749,2.0,37,800
444,94253750,2.0,37,800
444,94253751,2.0,37,800
444,94253752,2.0,37,800
444,94253753,2.0,37,800
444,94253754,2.0,37,800
444,94253755,2.0,37,800
444,94253756,2.0,37,800
444,94253757,2.0,37,800
444,94253758,2.0,37,800
444,94253759,2.0,37,800
444,94253760,2.0,37,800
444,94253761,2.0,37,800
444,94253762,2.0,37,800
444,94253763,2.0,37,800
444,94253764,2.0,37,800
444,94253765,2.0,37,800
444,94253766,2.0,37,800
444,94253767,2.0,37,800
444,94253768,2.0,37,800
444,94253769,2.0,37,800
444,94253770,2.0,37,800
444,94253771,2.0,37,800
444,94253772,2.0,37,800
444,94253773,2.0,37,800
444,94253774,2.0,37,800
444,94253775,2.0,37,800
444,94253776,2.0,37,800
444,94253777,2.0,37,800
444,94253778,2.0,37,800
444,94253779,2.0,37,800
444,94253780,2.0,37,800
444,94253781,2.0,37,800
444,94253782,2.0,37,800
444,94253783,2.0,37,800
444,94253784,2.0,37,800
444,94253785,2.0,37,800
444,94253786,2.0,37,800
444,94253787,2.0,37,800
444,94253788,2.0,37,800
444,94253789,2.0,37,800
444,94253790,2.0,37,800
444,94253791,2.0,37,800
444,94253792,2.0,37,800
444,94253793,2.0,37,800
444,94253794,2.0,37,800
444,94253795,2.0,37,800
444,94253796,2.0,37,800
444,94253797,2.0,37,800
444,94253798,2.0,37,800
444,94253799,2.0,37,800
444,94253800,2.0,37,800
444,94253801,2.0,37,800
444,94253802,2.0,37,800
444,94253803,2.0,37,800
444,94253804,2.0,37,800
444,94253805,2.0,37,800
444,94253806,2.0,37,800
444,94253807,2.0,37,800
444,94253808,2.0,37,800
444,94253809,2.0,37,800
444,94253810,2.0,37,800
444,94253811,2.0,37,800
444,94253812,2.0,37,800
444,94253877,3.0,37,800
444,94253878,3.0,37,800
444,94253879,3.0,37,800
444,94253880,3.0,37,800
444,94253881,3.0,37,800
444,94253882,3.0,37,800
444,94253883,3.0,37,800
444,94253884,3.0,37,800
444,94253885,3.0,37,800
444,94253886,3.0,37,800
444,94253887,3.0,37,800
444,94253888,3.0,37,800
444,94253889,3.0,37,800
444,94253890,3.0,37,800
444,94253891,3.0,37,800
444,94253892,3.0,37,800
444,94253893,3.0,37,800
444,94254767,2.0,37,800
444,94254768,2.0,37,800
444,94254769,2.0,37,800
444,94254770,2.0,37,800
444,94254771,2.0,37,800
444,94254772,2.0,37,800
444,94254773,2.0,37,800
444,94254774,2.0,37,800
444,94254775,2.0,37,800
444,94254776,2.0,37,800
444,94254777,2.0,37,800
444,94254778,2.0,37,800
444,94254779,2.0,37,800
444,94254780,2.0,37,800
444,94254781,2.0,37,800
444,94254782,2.0,37,800
444,94254783,2.0,37,800
444,94254784,2.0,37,800
444,94254785,2.0,37,800
444,94254786,2.0,37,800
444,94254787,2.0,37,800
444,94254788,2.0,37,800
444,94254789,2.0,37,800
444,94254790,2.0,37,800
444,94254791,2.0,37,800
444,94257966,,37,800
444,94259076,2.0,37,800
444,94259077,2.0,37,800
444,94259078,2.0,37,800
444,94259079,2.0,37,800
444,94259080,2.0,37,800
444,94259081,2.0,37,800
444,94259082,2.0,37,800
444,94259083,2.0,37,800
444,94259822,,37,800
444,94259823,,37,800
444,94259824,,37,800
444,94260723,1.0,37,800
444,94260724,1.0,37,800
444,94260725,1.0,37,800
444,94260726,1.0,37,800
444,94260727,1.0,37,800
444,94260728,1.0,37,800
444,94260729,1.0,37,800
444,94260730,1.0,37,800
444,94260731,1.0,37,800
444,94260732,1.0,37,800
444,94260733,1.0,37,800
444,94260734,1.0,37,800
444,94260735,1.0,37,800
444,94260736,1.0,37,800
444,94260737,1.0,37,800
444,94260738,1.0,37,800
444,94260739,1.0,37,800
444,94260740,1.0,37,800
444,94260741,1.0,37,800
444,94260742,1.0,37,800
444,94260743,1.0,37,800
444,94260744,1.0,37,800
444,94260745,1.0,37,800
444,94260746,1.0,37,800
444,94260747,1.0,37,800
444,94260748,1.0,37,800
444,94260749,1.0,37,800
444,94260750,1.0,37,800
444,94260751,1.0,37,800
444,94260752,1.0,37,800
444,94260753,1.0,37,800
444,94260754,1.0,37,800
444,94260755,1.0,37,800
444,94260756,1.0,37,800
444,94260757,1.0,37,800
444,94260758,1.0,37,800
444,94260759,1.0,37,800
444,94260760,1.0,37,800
444,94260761,1.0,37,800
444,94260762,1.0,37,800
444,94260763,1.0,37,800
444,94260764,1.0,37,800
444,94260765,1.0,37,800
444,94260766,1.0,37,800
444,94260767,1.0,37,800
444,94260768,1.0,37,800
444,94260769,1.0,37,800
444,94260770,1.0,37,800
444,94260771,1.0,37,800
444,94260772,1.0,37,800
444,94260773,1.0,37,800
444,94260774,1.0,37,800
444,94260775,1.0,37,800
444,94260776,1.0,37,800
444,94260777,1.0,37,800
444,94260778,1.0,37,800
444,94260779,1.0,37,800
444,94260780,1.0,37,800
444,94260781,1.0,37,800
444,94260782,1.0,37,800
444,94260783,1.0,37,800
444,94260784,1.0,37,800
444,94260785,1.0,37,800
444,94260786,1.0,37,800
444,94260787,1.0,37,800
444,94260788,1.0,37,800
444,94260789,1.0,37,800
444,94260790,1.0,37,800
444,94260791,1.0,37,800
444,94260792,1.0,37,800
444,94260793,1.0,37,800
444,94260794,1.0,37,800
444,94260795,1.0,37,800
444,94260796,1.0,37,800
444,94260797,1.0,37,800
444,94260798,1.0,37,800
444,94260799,1.0,37,800
444,94260800,1.0,37,800
444,94260801,1.0,37,800
444,94260802,1.0,37,800
444,94260803,1.0,37,800
444,94260804,1.0,37,800
444,94260805,1.0,37,800
444,94260806,1.0,37,800
444,94260807,1.0,37,800
444,94260808,1.0,37,800
444,94260809,1.0,37,800
444,94260810,1.0,37,800
444,94260811,1.0,37,800
444,94260812,1.0,37,800
444,94260813,1.0,37,800
444,94260814,1.0,37,800
444,94260815,1.0,37,800
444,94260816,1.0,37,800
444,94260817,1.0,37,800
444,94260818,1.0,37,800
444,94260819,1.0,37,800
444,94260820,1.0,37,800
444,94260821,1.0,37,800
444,94260822,1.0,37,800
444,94260823,1.0,37,800
444,94260824,1.0,37,800
444,94260825,1.0,37,800
444,94260826,1.0,37,800
444,94260827,1.0,37,800
444,94260828,1.0,37,800
444,94260829,1.0,37,800
444,94260830,1.0,37,800
444,94260831,1.0,37,800
444,94264865,2.0,37,800
444,94264866,2.0,37,800
444,94270476,3.0,37,800
444,94270477,3.0,37,800
444,94270478,3.0,37,800
444,94270479,3.0,37,800
444,94270480,3.0,37,800
444,94270481,3.0,37,800
444,94270482,3.0,37,800
444,94270483,3.0,37,800
444,94270484,3.0,37,800
444,94270485,3.0,37,800
444,94270486,3.0,37,800
444,94270487,3.0,37,800
444,94270488,3.0,37,800
444,94270489,3.0,37,800
444,94270490,3.0,37,800
444,94270491,3.0,37,800
444,94270492,3.0,37,800
444,94270493,3.0,37,800
444,94270494,3.0,37,800
444,94270495,3.0,37,800
444,94270496,3.0,37,800
444,94270757,2.0,37,800
444,94278786,1.0,37,800
444,94278787,1.0,37,800
444,94278788,1.0,37,800
444,94278789,1.0,37,800
444,94278790,1.0,37,800
444,94278791,1.0,37,800
444,94278792,1.0,37,800
444,94278793,1.0,37,800
444,94278794,1.0,37,800
444,94278795,1.0,37,800
444,94278796,1.0,37,800
444,94278797,1.0,37,800
444,94278798,1.0,37,800
444,94278799,1.0,37,800
444,94278800,1.0,37,800
444,94278801,1.0,37,800
444,94278802,1.0,37,800
444,94278803,1.0,37,800
444,94278804,1.0,37,800
444,94278805,1.0,37,800
444,94278806,1.0,37,800
444,94278807,1.0,37,800
444,94278808,1.0,37,800
444,94278809,1.0,37,800
444,94278810,1.0,37,800
444,94278811,1.0,37,800
444,94281810,2.0,37,800
444,94281811,2.0,37,800
444,94281812,2.0,37,800
444,94281813,2.0,37,800
444,94284837,1.0,37,800
444,94284838,1.0,37,800
444,94284839,1.0,37,800
444,94284840,1.0,37,800
444,94284841,1.0,37,800
444,94284842,1.0,37,800
444,94284843,1.0,37,800
444,94284844,1.0,37,800
444,94284845,1.0,37,800
444,94289735,1.0,37,800
444,94289736,1.0,37,800
444,94289737,1.0,37,800
444,94289738,1.0,37,800
444,94289739,1.0,37,800
444,94289740,1.0,37,800
444,94289741,1.0,37,800
444,94289742,1.0,37,800
444,94289743,1.0,37,800
444,94289744,1.0,37,800
444,94289745,1.0,37,800
444,94289746,1.0,37,800
444,94289747,1.0,37,800
444,94289748,1.0,37,800
444,94289749,1.0,37,800
444,94289750,1.0,37,800
444,94289751,1.0,37,800
444,94289752,1.0,37,800
444,94289753,1.0,37,800
444,94289754,1.0,37,800
444,94289755,1.0,37,800
444,94289756,1.0,37,800
444,94289757,1.0,37,800
444,94289758,1.0,37,800
444,94289759,1.0,37,800
444,94289760,1.0,37,800
444,94289761,1.0,37,800
444,94289762,1.0,37,800
444,94289763,1.0,37,800
444,94289764,1.0,37,800
444,94289765,1.0,37,800
444,94289766,1.0,37,800
444,94289767,1.0,37,800
444,94289768,1.0,37,800
444,94289769,1.0,37,800
444,94289770,1.0,37,800
444,94289771,1.0,37,800
444,94289772,1.0,37,800
444,94289773,1.0,37,800
444,94289774,1.0,37,800
444,94289775,1.0,37,800
444,94289776,1.0,37,800
444,94289777,1.0,37,800
444,94289778,1.0,37,800
444,94289779,1.0,37,800
444,94289780,1.0,37,800
444,94289781,1.0,37,800
444,94289782,1.0,37,800
444,94289783,1.0,37,800
444,94289784,1.0,37,800
444,94289785,1.0,37,800
444,94289786,1.0,37,800
444,94289787,1.0,37,800
444,94289788,1.0,37,800
444,94289789,1.0,37,800
444,94289790,1.0,37,800
444,94289791,1.0,37,800
444,94289792,1.0,37,800
444,94289793,1.0,37,800
444,94289794,1.0,37,800
444,94289795,1.0,37,800
444,94289796,1.0,37,800
444,94289797,1.0,37,800
444,94289798,1.0,37,800
444,94289799,1.0,37,800
444,94289800,1.0,37,800
444,94289801,1.0,37,800
444,94289802,1.0,37,800
444,94289803,1.0,37,800
444,94289804,1.0,37,800
444,94289805,1.0,37,800
444,94289806,1.0,37,800
444,94289807,1.0,37,800
444,94289808,1.0,37,800
444,94289809,1.0,37,800
444,94289810,1.0,37,800
444,94289811,1.0,37,800
444,94289812,1.0,37,800
444,94289813,1.0,37,800
444,94289814,1.0,37,800
444,94289815,1.0,37,800
444,94289816,1.0,37,800
444,94289817,1.0,37,800
444,94289818,1.0,37,800
444,94289819,1.0,37,800
444,94289820,1.0,37,800
444,94289821,1.0,37,800
444,94289822,1.0,37,800
444,94289823,1.0,37,800
444,94289824,1.0,37,800
444,94289825,1.0,37,800
444,94289826,1.0,37,800
444,94289827,1.0,37,800
444,94289828,1.0,37,800
444,94289829,1.0,37,800
444,94289830,1.0,37,800
444,94289831,1.0,37,800
444,94289832,1.0,37,800
444,94289833,1.0,37,800
444,94289834,1.0,37,800
444,94289835,1.0,37,800
444,94289836,1.0,37,800
444,94289837,1.0,37,800
444,94289838,1.0,37,800
444,94289839,1.0,37,800
444,94289840,1.0,37,800
444,94289841,1.0,37,800
444,94289842,1.0,37,800
444,94289843,1.0,37,800
444,94289844,1.0,37,800
444,94289845,1.0,37,800
444,94289846,1.0,37,800
444,94289847,1.0,37,800
444,94289848,1.0,37,800
444,94289849,1.0,37,800
444,94289850,1.0,37,800
444,94289851,1.0,37,800
444,94289852,1.0,37,800
444,94289853,1.0,37,800
444,94289854,1.0,37,800
444,94289855,1.0,37,800
444,94289856,1.0,37,800
444,94289857,1.0,37,800
444,94289858,1.0,37,800
444,94289859,1.0,37,800
444,94289860,1.0,37,800
444,94289861,1.0,37,800
444,94289862,1.0,37,800
444,94289863,1.0,37,800
444,94289864,1.0,37,800
