g_id,h_id,TEN,ST,PUMA10
444,93477238,3.0,37,800
444,93477239,3.0,37,800
444,93477240,3.0,37,800
444,93477241,3.0,37,800
444,93477242,3.0,37,800
444,93477243,3.0,37,800
444,93482616,2.0,37,800
444,93482617,2.0,37,800
444,93482618,2.0,37,800
444,93482619,2.0,37,800
444,93482620,2.0,37,800
444,93482634,3.0,37,800
444,93482635,3.0,37,800
444,93482636,3.0,37,800
444,93482637,3.0,37,800
444,93483700,2.0,37,800
444,93483701,2.0,37,800
444,93484008,,37,800
444,93484009,,37,800
444,93484010,,37,800
444,93484011,,37,800
444,93484012,,37,800
444,93484013,,37,800
444,93484014,,37,800
444,93484015,,37,800
444,93484016,,37,800
444,93484017,,37,800
444,93484018,,37,800
444,93484019,,37,800
444,93484020,,37,800
444,93484021,,37,800
444,93484022,,37,800
444,93484023,,37,800
444,93484024,,37,800
444,93484025,,37,800
444,93484026,,37,800
444,93484027,,37,800
444,93484028,,37,800
444,93484029,,37,800
444,93484030,,37,800
444,93484031,,37,800
444,93484032,,37,800
444,93484033,,37,800
444,93484034,,37,800
444,93484035,,37,800
444,93484036,,37,800
444,93484037,,37,800
444,93484038,,37,800
444,93484039,,37,800
444,93484040,,37,800
444,93484041,,37,800
444,93484042,,37,800
444,93484043,,37,800
444,93484044,,37,800
444,93488548,,37,800
444,93488549,,37,800
444,93488550,,37,800
444,93488551,,37,800
444,93490389,,37,800
444,93490390,,37,800
444,93490391,,37,800
444,93490392,,37,800
444,93490393,,37,800
444,93490394,,37,800
444,93490395,,37,800
444,93490396,,37,800
444,93490397,,37,800
444,93490398,,37,800
444,93490399,,37,800
444,93490400,,37,800
444,93490401,,37,800
444,93490402,,37,800
444,93490403,,37,800
444,93490404,,37,800
444,93490405,,37,800
444,93490406,,37,800
444,93490407,,37,800
444,93490408,,37,800
444,93490409,,37,800
444,93490410,,37,800
444,93490411,,37,800
444,93490412,,37,800
444,93492677,1.0,37,800
444,93492678,1.0,37,800
444,93492679,1.0,37,800
444,93492680,1.0,37,800
444,93492681,1.0,37,800
444,93492682,1.0,37,800
444,93492683,1.0,37,800
444,93492684,1.0,37,800
444,93492685,1.0,37,800
444,93492686,1.0,37,800
444,93492687,1.0,37,800
444,93492688,1.0,37,800
444,93492689,1.0,37,800
444,93492690,1.0,37,800
444,93492691,1.0,37,800
444,93492692,1.0,37,800
444,93492693,1.0,37,800
444,93492694,1.0,37,800
444,93492695,1.0,37,800
444,93492696,1.0,37,800
444,93492697,1.0,37,800
444,93492698,1.0,37,800
444,93492699,1.0,37,800
444,93492700,1.0,37,800
444,93492701,1.0,37,800
444,93492702,1.0,37,800
444,93492703,1.0,37,800
444,93492704,1.0,37,800
444,93492705,1.0,37,800
444,93492706,1.0,37,800
444,93492707,1.0,37,800
444,93492708,1.0,37,800
444,93492709,1.0,37,800
444,93492710,1.0,37,800
444,93492711,1.0,37,800
444,93492712,1.0,37,800
444,93492713,1.0,37,800
444,93492714,1.0,37,800
444,93492715,1.0,37,800
444,93492716,1.0,37,800
444,93492717,1.0,37,800
444,93492718,1.0,37,800
444,93492719,1.0,37,800
444,93492720,1.0,37,800
444,93492721,1.0,37,800
444,93492722,1.0,37,800
444,93492723,1.0,37,800
444,93492724,1.0,37,800
444,93492725,1.0,37,800
444,93492726,1.0,37,800
444,93492727,1.0,37,800
444,93492728,1.0,37,800
444,93492729,1.0,37,800
444,93492730,1.0,37,800
444,93492731,1.0,37,800
444,93492732,1.0,37,800
444,93492733,1.0,37,800
444,93492734,1.0,37,800
444,93492735,1.0,37,800
444,93492736,1.0,37,800
444,93492737,1.0,37,800
444,93492738,1.0,37,800
444,93492739,1.0,37,800
444,93498627,3.0,37,800
444,93498628,3.0,37,800
444,93498629,3.0,37,800
444,93498630,3.0,37,800
444,93498631,3.0,37,800
444,93498632,3.0,37,800
444,93498633,3.0,37,800
444,93498634,3.0,37,800
444,93498635,3.0,37,800
444,93498636,3.0,37,800
444,93498637,3.0,37,800
444,93498638,3.0,37,800
444,93498639,3.0,37,800
444,93498640,3.0,37,800
444,93498641,3.0,37,800
444,93498642,3.0,37,800
444,93498643,3.0,37,800
444,93498644,3.0,37,800
444,93498645,3.0,37,800
444,93498646,3.0,37,800
444,93498647,3.0,37,800
444,93498648,3.0,37,800
444,93498649,3.0,37,800
444,93498650,3.0,37,800
444,93498651,3.0,37,800
444,93498652,3.0,37,800
444,93498653,3.0,37,800
444,93498654,3.0,37,800
444,93498655,3.0,37,800
444,93498656,3.0,37,800
444,93498657,3.0,37,800
444,93498658,3.0,37,800
444,93498659,3.0,37,800
444,93498660,3.0,37,800
444,93498661,3.0,37,800
444,93498662,3.0,37,800
444,93498663,3.0,37,800
444,93498664,3.0,37,800
444,93498665,3.0,37,800
444,93498666,3.0,37,800
444,93498667,3.0,37,800
444,93498668,3.0,37,800
444,93498669,3.0,37,800
444,93498670,3.0,37,800
444,93498671,3.0,37,800
444,93498672,3.0,37,800
444,93498673,3.0,37,800
444,93498674,3.0,37,800
444,93498675,3.0,37,800
444,93498676,3.0,37,800
444,93498677,3.0,37,800
444,93498678,3.0,37,800
444,93498679,3.0,37,800
444,93498680,3.0,37,800
444,93498681,3.0,37,800
444,93498682,3.0,37,800
444,93498683,3.0,37,800
444,93498684,3.0,37,800
444,93498685,3.0,37,800
444,93498686,3.0,37,800
444,93498687,3.0,37,800
444,93498688,3.0,37,800
444,93498689,3.0,37,800
444,93498690,3.0,37,800
444,93498691,3.0,37,800
444,93498692,3.0,37,800
444,93498693,3.0,37,800
444,93498694,3.0,37,800
444,93498695,3.0,37,800
444,93498696,3.0,37,800
444,93498697,3.0,37,800
444,93498698,3.0,37,800
444,93498699,3.0,37,800
444,93498700,3.0,37,800
444,93498701,3.0,37,800
444,93498702,3.0,37,800
444,93498703,3.0,37,800
444,93498704,3.0,37,800
444,93498705,3.0,37,800
444,93498706,3.0,37,800
444,93498707,3.0,37,800
444,93498708,3.0,37,800
444,93498709,3.0,37,800
444,93498710,3.0,37,800
444,93498711,3.0,37,800
444,93498712,3.0,37,800
444,93498713,3.0,37,800
444,93498714,3.0,37,800
444,93498715,3.0,37,800
444,93498716,3.0,37,800
444,93498717,3.0,37,800
444,93498718,3.0,37,800
444,93498719,3.0,37,800
444,93498720,3.0,37,800
444,93498721,3.0,37,800
444,93498722,3.0,37,800
444,93498723,3.0,37,800
444,93498724,3.0,37,800
444,93498725,3.0,37,800
444,93498726,3.0,37,800
444,93498727,3.0,37,800
444,93498728,3.0,37,800
444,93498729,3.0,37,800
444,93498730,3.0,37,800
444,93498731,3.0,37,800
444,93498732,3.0,37,800
444,93498733,3.0,37,800
444,93498734,3.0,37,800
444,93498735,3.0,37,800
444,93498736,3.0,37,800
444,93498737,3.0,37,800
444,93498738,3.0,37,800
444,93498739,3.0,37,800
444,93498740,3.0,37,800
444,93498741,3.0,37,800
444,93498742,3.0,37,800
444,93498743,3.0,37,800
444,93498744,3.0,37,800
444,93498745,3.0,37,800
444,93498746,3.0,37,800
444,93498747,3.0,37,800
444,93498748,3.0,37,800
444,93498749,3.0,37,800
444,93498750,3.0,37,800
444,93498751,3.0,37,800
444,93498752,3.0,37,800
444,93498753,3.0,37,800
444,93498754,3.0,37,800
444,93498755,3.0,37,800
444,93498756,3.0,37,800
444,93498757,3.0,37,800
444,93498758,3.0,37,800
444,93498759,3.0,37,800
444,93498980,1.0,37,800
444,93498981,1.0,37,800
444,93498982,1.0,37,800
444,93498983,1.0,37,800
444,93498984,1.0,37,800
444,93498985,1.0,37,800
444,93498986,1.0,37,800
444,93498987,1.0,37,800
444,93498988,1.0,37,800
444,93498989,1.0,37,800
444,93498990,1.0,37,800
444,93498991,1.0,37,800
444,93498992,1.0,37,800
444,93498993,1.0,37,800
444,93498994,1.0,37,800
444,93498995,1.0,37,800
444,93498996,1.0,37,800
444,93498997,1.0,37,800
444,93498998,1.0,37,800
444,93498999,1.0,37,800
444,93499000,1.0,37,800
444,93499001,1.0,37,800
444,93499002,1.0,37,800
444,93499003,1.0,37,800
444,93499004,1.0,37,800
444,93499005,1.0,37,800
444,93499006,1.0,37,800
444,93499007,1.0,37,800
444,93499008,1.0,37,800
444,93499009,1.0,37,800
444,93499010,1.0,37,800
444,93499011,1.0,37,800
444,93499012,1.0,37,800
444,93499013,1.0,37,800
444,93499014,1.0,37,800
444,93499015,1.0,37,800
444,93499016,1.0,37,800
444,93499017,1.0,37,800
444,93499018,1.0,37,800
444,93499019,1.0,37,800
444,93499020,1.0,37,800
444,93499021,1.0,37,800
444,93499022,1.0,37,800
444,93499023,1.0,37,800
444,93499024,1.0,37,800
444,93499025,1.0,37,800
444,93499026,1.0,37,800
444,93499027,1.0,37,800
444,93499028,1.0,37,800
444,93499029,1.0,37,800
444,93499030,1.0,37,800
444,93499031,1.0,37,800
444,93499032,1.0,37,800
444,93499033,1.0,37,800
444,93499034,1.0,37,800
444,93499035,1.0,37,800
444,93499036,1.0,37,800
444,93499037,1.0,37,800
444,93499038,1.0,37,800
444,93499039,1.0,37,800
444,93499040,1.0,37,800
444,93499041,1.0,37,800
444,93499042,1.0,37,800
444,93499043,1.0,37,800
444,93499044,1.0,37,800
444,93499045,1.0,37,800
444,93499046,1.0,37,800
444,93499047,1.0,37,800
444,93499048,1.0,37,800
444,93499049,1.0,37,800
444,93499050,1.0,37,800
444,93499051,1.0,37,800
444,93499052,1.0,37,800
444,93499053,1.0,37,800
444,93499054,1.0,37,800
444,93499055,1.0,37,800
444,93499056,1.0,37,800
444,93499057,1.0,37,800
444,93499058,1.0,37,800
444,93499059,1.0,37,800
444,93499060,1.0,37,800
444,93499061,1.0,37,800
444,93499062,1.0,37,800
444,93499063,1.0,37,800
444,93499064,1.0,37,800
444,93499065,1.0,37,800
444,93499066,1.0,37,800
444,93499067,1.0,37,800
444,93499068,1.0,37,800
444,93499069,1.0,37,800
444,93499070,1.0,37,800
444,93499071,1.0,37,800
444,93499072,1.0,37,800
444,93499073,1.0,37,800
444,93499074,1.0,37,800
444,93499075,1.0,37,800
444,93499076,1.0,37,800
444,93499077,1.0,37,800
444,93499078,1.0,37,800
444,93499079,1.0,37,800
444,93499080,1.0,37,800
444,93499081,1.0,37,800
444,93499082,1.0,37,800
444,93499083,1.0,37,800
444,93499084,1.0,37,800
444,93499085,1.0,37,800
444,93499086,1.0,37,800
444,93499087,1.0,37,800
444,93499088,1.0,37,800
444,93499089,1.0,37,800
444,93499090,1.0,37,800
444,93499091,1.0,37,800
444,93499092,1.0,37,800
444,93499093,1.0,37,800
444,93499094,1.0,37,800
444,93499095,1.0,37,800
444,93499096,1.0,37,800
444,93499097,1.0,37,800
444,93499098,1.0,37,800
444,93499099,1.0,37,800
444,93499100,1.0,37,800
444,93499101,1.0,37,800
444,93499102,1.0,37,800
444,93499103,1.0,37,800
444,93499104,1.0,37,800
444,93499105,1.0,37,800
444,93499106,1.0,37,800
444,93499107,1.0,37,800
444,93499108,1.0,37,800
444,93499109,1.0,37,800
444,93499110,1.0,37,800
444,93499111,1.0,37,800
444,93499112,1.0,37,800
444,93499113,1.0,37,800
444,93499114,1.0,37,800
444,93499115,1.0,37,800
444,93499116,1.0,37,800
444,93499117,1.0,37,800
444,93499118,1.0,37,800
444,93499119,1.0,37,800
444,93499120,1.0,37,800
444,93499121,1.0,37,800
444,93499122,1.0,37,800
444,93499123,1.0,37,800
444,93499124,1.0,37,800
444,93499125,1.0,37,800
444,93499126,1.0,37,800
444,93499127,1.0,37,800
444,93499128,1.0,37,800
444,93499129,1.0,37,800
444,93499130,1.0,37,800
444,93499131,1.0,37,800
444,93499132,1.0,37,800
444,93499133,1.0,37,800
444,93499134,1.0,37,800
444,93499135,1.0,37,800
444,93499136,1.0,37,800
444,93499137,1.0,37,800
444,93499138,1.0,37,800
444,93499139,1.0,37,800
444,93499140,1.0,37,800
444,93499141,1.0,37,800
444,93499142,1.0,37,800
444,93499143,1.0,37,800
444,93499144,1.0,37,800
444,93499145,1.0,37,800
444,93499146,1.0,37,800
444,93499147,1.0,37,800
444,93499148,1.0,37,800
444,93499149,1.0,37,800
444,93499150,1.0,37,800
444,93499151,1.0,37,800
444,93499152,1.0,37,800
444,93499153,1.0,37,800
444,93499154,1.0,37,800
444,93499155,1.0,37,800
444,93499156,1.0,37,800
444,93499157,1.0,37,800
444,93499158,1.0,37,800
444,93499159,1.0,37,800
444,93499160,1.0,37,800
444,93499161,1.0,37,800
444,93499162,1.0,37,800
444,93499163,1.0,37,800
444,93500479,1.0,37,800
444,93500480,1.0,37,800
444,93500481,1.0,37,800
444,93500482,1.0,37,800
444,93500483,1.0,37,800
444,93500484,1.0,37,800
444,93500485,1.0,37,800
444,93500486,1.0,37,800
444,93500487,1.0,37,800
444,93500488,1.0,37,800
444,93500489,1.0,37,800
444,93500490,1.0,37,800
444,93500491,1.0,37,800
444,93500492,1.0,37,800
444,93500493,1.0,37,800
444,93500494,1.0,37,800
444,93500495,1.0,37,800
444,93500496,1.0,37,800
444,93500497,1.0,37,800
444,93500498,1.0,37,800
444,93500499,1.0,37,800
444,93500500,1.0,37,800
444,93500501,1.0,37,800
444,93500502,1.0,37,800
444,93500503,1.0,37,800
444,93500504,1.0,37,800
444,93500505,1.0,37,800
444,93500506,1.0,37,800
444,93500507,1.0,37,800
444,93500508,1.0,37,800
444,93500509,1.0,37,800
444,93500510,1.0,37,800
444,93500511,1.0,37,800
444,93500512,1.0,37,800
444,93500513,1.0,37,800
444,93500514,1.0,37,800
444,93500515,1.0,37,800
444,93500516,1.0,37,800
444,93500517,1.0,37,800
444,93500518,1.0,37,800
444,93500519,1.0,37,800
444,93500520,1.0,37,800
444,93500521,1.0,37,800
444,93500522,1.0,37,800
444,93500523,1.0,37,800
444,93500524,1.0,37,800
444,93500525,1.0,37,800
444,93500526,1.0,37,800
444,93500527,1.0,37,800
444,93500528,1.0,37,800
444,93500529,1.0,37,800
444,93500530,1.0,37,800
444,93500531,1.0,37,800
444,93500532,1.0,37,800
444,93500533,1.0,37,800
444,93500534,1.0,37,800
444,93500535,1.0,37,800
444,93500536,1.0,37,800
444,93500537,1.0,37,800
444,93500538,1.0,37,800
444,93500539,1.0,37,800
444,93500540,1.0,37,800
444,93500541,1.0,37,800
444,93500542,1.0,37,800
444,93500543,1.0,37,800
444,93500544,1.0,37,800
444,93500545,1.0,37,800
444,93500546,1.0,37,800
444,93500547,1.0,37,800
444,93500548,1.0,37,800
444,93500549,1.0,37,800
444,93500550,1.0,37,800
444,93500551,1.0,37,800
444,93500552,1.0,37,800
444,93500553,1.0,37,800
444,93500554,1.0,37,800
444,93500555,1.0,37,800
444,93500556,1.0,37,800
444,93500557,1.0,37,800
444,93500558,1.0,37,800
444,93500559,1.0,37,800
444,93500560,1.0,37,800
444,93500561,1.0,37,800
444,93500562,1.0,37,800
444,93500563,1.0,37,800
444,93500564,1.0,37,800
444,93500565,1.0,37,800
444,93500566,1.0,37,800
444,93500567,1.0,37,800
444,93500568,1.0,37,800
444,93500569,1.0,37,800
444,93500570,1.0,37,800
444,93500571,1.0,37,800
444,93500572,1.0,37,800
444,93500573,1.0,37,800
444,93500574,1.0,37,800
444,93500575,1.0,37,800
444,93500576,1.0,37,800
444,93500577,1.0,37,800
444,93500578,1.0,37,800
444,93500579,1.0,37,800
444,93500580,1.0,37,800
444,93500581,1.0,37,800
444,93500582,1.0,37,800
444,93500583,1.0,37,800
444,93500584,1.0,37,800
444,93500585,1.0,37,800
444,93500586,1.0,37,800
444,93500587,1.0,37,800
444,93500588,1.0,37,800
444,93500589,1.0,37,800
444,93500590,1.0,37,800
444,93500591,1.0,37,800
444,93500592,1.0,37,800
444,93500593,1.0,37,800
444,93500594,1.0,37,800
444,93500595,1.0,37,800
444,93500596,1.0,37,800
444,93500597,1.0,37,800
444,93500598,1.0,37,800
444,93500599,1.0,37,800
444,93500600,1.0,37,800
444,93500601,1.0,37,800
444,93500602,1.0,37,800
444,93500603,1.0,37,800
444,93500604,1.0,37,800
444,93500605,1.0,37,800
444,93500606,1.0,37,800
444,93500607,1.0,37,800
444,93500608,1.0,37,800
444,93500609,1.0,37,800
444,93500610,1.0,37,800
444,93500611,1.0,37,800
444,93500612,1.0,37,800
444,93500613,1.0,37,800
444,93500614,1.0,37,800
444,93500615,1.0,37,800
444,93500616,1.0,37,800
444,93500617,1.0,37,800
444,93500618,1.0,37,800
444,93500619,1.0,37,800
444,93500620,1.0,37,800
444,93500621,1.0,37,800
444,93500622,1.0,37,800
444,93500623,1.0,37,800
444,93500624,1.0,37,800
444,93500625,1.0,37,800
444,93500626,1.0,37,800
444,93500627,1.0,37,800
444,93500628,1.0,37,800
444,93500629,1.0,37,800
444,93500630,1.0,37,800
444,93500631,1.0,37,800
444,93500632,1.0,37,800
444,93500633,1.0,37,800
444,93500634,1.0,37,800
444,93500635,1.0,37,800
444,93500636,1.0,37,800
444,93500637,1.0,37,800
444,93500638,1.0,37,800
444,93500639,1.0,37,800
444,93500640,1.0,37,800
444,93500641,1.0,37,800
444,93500642,1.0,37,800
444,93500643,1.0,37,800
444,93500644,1.0,37,800
444,93500645,1.0,37,800
444,93500646,1.0,37,800
444,93500647,1.0,37,800
444,93500648,1.0,37,800
444,93500649,1.0,37,800
444,93500650,1.0,37,800
444,93500651,1.0,37,800
444,93500652,1.0,37,800
444,93500653,1.0,37,800
444,93500654,1.0,37,800
444,93500655,1.0,37,800
444,93500656,1.0,37,800
444,93500657,1.0,37,800
444,93500658,1.0,37,800
444,93500659,1.0,37,800
444,93500660,1.0,37,800
444,93500661,1.0,37,800
444,93500662,1.0,37,800
444,93500663,1.0,37,800
444,93500664,1.0,37,800
444,93500665,1.0,37,800
444,93500666,1.0,37,800
444,93500667,1.0,37,800
444,93500668,1.0,37,800
444,93500669,1.0,37,800
444,93500670,1.0,37,800
444,93500671,1.0,37,800
444,93500672,1.0,37,800
444,93500673,1.0,37,800
444,93500674,1.0,37,800
444,93500675,1.0,37,800
444,93500676,1.0,37,800
444,93500677,1.0,37,800
444,93500678,1.0,37,800
444,93500679,1.0,37,800
444,93500680,1.0,37,800
444,93500681,1.0,37,800
444,93500682,1.0,37,800
444,93500683,1.0,37,800
444,93500684,1.0,37,800
444,93500685,1.0,37,800
444,93500686,1.0,37,800
444,93500687,1.0,37,800
444,93500688,1.0,37,800
444,93500689,1.0,37,800
444,93500690,1.0,37,800
444,93500691,1.0,37,800
444,93500692,1.0,37,800
444,93500693,1.0,37,800
444,93500694,1.0,37,800
444,93500695,1.0,37,800
444,93500696,1.0,37,800
444,93500697,1.0,37,800
444,93500698,1.0,37,800
444,93500699,1.0,37,800
444,93500700,1.0,37,800
444,93500701,1.0,37,800
444,93500702,1.0,37,800
444,93500703,1.0,37,800
444,93500704,1.0,37,800
444,93500705,1.0,37,800
444,93500706,1.0,37,800
444,93500707,1.0,37,800
444,93500708,1.0,37,800
444,93500709,1.0,37,800
444,93500710,1.0,37,800
444,93500711,1.0,37,800
444,93500712,1.0,37,800
444,93500713,1.0,37,800
444,93500714,1.0,37,800
444,93500715,1.0,37,800
